"","KO_E12_FCL_1","KO_E12_FCL_2","KO_E12_FCL_3","S200A_3_FCL_1","S200A_3_FCL_2","S200A_3_FCL_3","S200A_5_FCL_1","S200A_5_FCL_2","S200WT_1_FCL_1","S200WT_1_FCL_2","S200WT_2_FCL_3"
"ENSMUSG00000020171",952.412886216487,841.934554929396,1019.00937207165,1382.41192893503,1111.08092522993,764.978874972087,1297.805032452,862.469554211018,2109.37033475719,1409.02409185551,1126.36360244228
"ENSMUSG00000020173",403.165116689467,405.10082835416,412.901351068788,631.415696466744,405.700032494897,349.921029937727,360.851059782969,213.702491673956,234.374481639688,216.77293720854,100.941113939512
"ENSMUSG00000020176",33.3574561597562,45.9114272134715,47.5226083305586,15.2331892995596,30.1565645524662,40.3949240909353,31.0499749115578,39.8298550790168,13.7867342140993,20.6450416389086,68.2222701108429
"ENSMUSG00000020180",1262.98230563491,1481.99386372897,1575.25760728507,2157.01960481764,1788.66123501815,1299.70668262584,2088.32060993004,978.12932569047,2412.67848746737,2348.37348642585,1441.02141968821
"ENSMUSG00000020181",2.87564277239277,8.1020165670832,11.6858872943997,2.28497839493394,7.06794481698426,1.51480965341007,0.839188511123184,0.765958751519554,0,30.9675624583629,20.1882227879025
"ENSMUSG00000020182",198.99447984958,204.575918318851,204.113498075514,657.312118275996,525.855094383629,444.344165000288,267.701135048296,235.149336716503,55.1469368563971,82.5801665556343,56.3877946834518
"ENSMUSG00000020184",522.216727466528,495.573346686589,478.342319917426,482.13044133106,499.468100400221,557.954889006043,480.855016873584,420.511354584235,358.455089566581,583.222426299167,764.367883486791
"ENSMUSG00000020185",116.175968004668,106.001383419339,106.731103955517,65.5027139881062,103.19199432797,92.9083254091511,77.2053430233329,98.8086789460225,55.1469368563971,20.6450416389086,85.6259104452416
"ENSMUSG00000020186",1078.94116820177,1026.25543183054,976.940177811811,665.690372390753,622.92153653688,689.74332885272,577.36169565275,626.554258742995,248.161215853787,381.933270319809,410.725911891809
"ENSMUSG00000020189",35.0828418231918,51.9879396387839,35.836721036159,23.6114434143173,32.5125461581276,30.8011296193381,33.9871347004889,43.6596488366146,13.7867342140993,30.9675624583629,67.5261244974669
"ENSMUSG00000020190",196.693965631666,240.359824823468,172.951131957115,89.1141574024235,147.013252193273,213.58816113082,145.599206679872,154.72366780695,82.7204052845956,98.0639477848158,187.26316999813
"ENSMUSG00000020196",277.211963258663,308.551797596419,285.135649983352,341.985099775112,290.728130138619,283.269405187684,283.645716759636,221.362079189151,372.24182378068,258.063020486357,288.900429551018
"ENSMUSG00000020198",626.890124381625,596.173385727872,693.36264613438,1057.18333738943,756.270095417316,489.283518051453,1036.39781123713,624.256382488436,1695.76830833421,1326.44392529988,1285.084802292
"ENSMUSG00000020205",59.2382411112911,67.5168047256934,72.4525012252779,68.5493518480181,107.432761218161,109.571231596662,57.9040072674997,49.787318848771,137.867342140993,206.450416389086,375.918631223012
"ENSMUSG00000020211",365.206632093882,438.18406266975,421.471001751348,829.447157361019,515.488775318719,423.641766403684,523.234036685305,241.277006728659,716.910179133162,510.964780562987,257.573876949101
"ENSMUSG00000020212",48.8859271306772,47.2617633079854,42.0691942598388,22.0881244843614,24.0310123777465,29.2863199659281,26.4344381003803,47.4894425942123,27.5734684281985,56.7738645069986,25.7573876949101
"ENSMUSG00000020219",1070.31423988459,812.902328897348,968.370527129252,1370.98703696036,1061.1341151899,1026.03107190976,1142.13556363865,1062.38478835762,937.49792655875,1295.47636284151,802.655892222468
"ENSMUSG00000020220",65.5646552105552,49.9624354970131,52.9760224012784,44.9379084337007,49.4756137188898,48.4739089091223,32.7283519338042,78.1277926549945,13.7867342140993,41.2900832778172,49.4263385496923
"ENSMUSG00000020224",664.848608977209,575.918344310164,608.445198461742,521.736733509915,587.581812451958,534.222871102619,571.487376074888,654.128773797699,579.042836992169,526.448561792169,433.00257151984
"ENSMUSG00000020225",193.243194304794,220.779951453017,197.101965698874,224.689542168504,206.855184977073,228.231321113784,249.238987803586,252.000429249933,137.867342140993,289.03058294472,291.685012004522
"ENSMUSG00000020227",64.4143981015981,66.8416366784364,41.2901351068788,79.2125843577098,73.5066260966363,87.8589598977842,37.7634830005433,55.9149888609274,0,5.16126040972715,2.08843684012784
"ENSMUSG00000020228",253.631692525043,253.863185768607,299.937773889591,322.943613150663,249.262853878978,205.509176312633,266.861946537172,209.106739164838,220.587747425588,211.611676798813,266.623769922988
"ENSMUSG00000020230",58.087984002334,54.0134437805547,63.1037913897582,92.9224547273134,53.2451842879481,51.5035282159425,109.094506446014,79.6597101580336,96.5071394986949,371.610749500354,228.335761187311
"ENSMUSG00000020231",18.9792422977923,24.3060497012496,12.4649464473596,6.85493518480181,11.3087117071748,22.2172082500144,7.55269660010865,32.9362263153408,13.7867342140993,41.2900832778172,26.453533308286
"ENSMUSG00000020232",434.797187185787,509.751875678985,469.772669234866,825.638860036129,534.807824485143,381.227096108202,578.200884163874,288.000490571352,827.204052845956,712.253936542346,436.483299586719
"ENSMUSG00000020235",946.661600671701,872.992285103215,951.231225764132,1883.58385689054,1095.53144663256,867.480994852835,1129.96733022737,710.043762658626,1723.34177676241,1326.44392529988,656.465313413519
"ENSMUSG00000020238",250.75604975265,313.277973927217,251.636106406073,609.327571982383,324.654265260144,298.417501721784,449.385447706465,239.74508922562,703.123444919063,603.867467938076,311.177089179049
"ENSMUSG00000020246",17.2538566343566,20.255041417708,18.6974196710395,18.2798271594715,14.1358896339685,18.6826523920576,20.9797127780796,31.4043088123017,27.5734684281985,46.4513436875443,44.5533192560607
"ENSMUSG00000020248",812.081518923719,763.615061447592,856.186009103015,984.064028751548,823.651169339233,727.613570187972,810.656101744995,824.93757538656,661.763242276765,918.704352931432,827.717134304002
"ENSMUSG00000020250",1211.22073573184,1159.93870518741,1311.9356135846,1390.79018304979,1227.4664165496,1006.33854641542,1146.33150619427,1063.15074710914,1819.8489162611,1336.76644611933,1244.01221110282
"ENSMUSG00000020253",64.9895266560767,71.567813009235,58.4294364719983,50.2695246885466,85.2865341249434,76.750355772777,100.28302707922,75.0639576489163,13.7867342140993,98.0639477848158,103.725696393016
"ENSMUSG00000020255",434.222058631309,455.063263851173,495.481621282546,734.239724238771,541.875769302127,433.235560875281,644.077182287043,369.958076983945,813.417318631857,557.416124250532,581.977732782292
"ENSMUSG00000020257",328.398404607255,302.475285171106,222.810917746553,265.057493812337,279.890614752577,353.455585795684,274.414643137281,360.76657196571,234.374481639688,221.934197618267,167.074947210227
"ENSMUSG00000020258",14.9533424164424,21.6053775122219,16.3602422121595,16.7565082295155,12.2511043494394,16.6629061875108,13.8466104335325,10.7234225212738,0,10.3225208194543,10.4421842006392
"ENSMUSG00000020260",96.6215971523972,85.7463420016306,97.3823941199972,83.0208816825997,112.615920750616,119.669962619396,104.898563890398,80.4256689095532,27.5734684281985,67.0963853264529,154.54432616946
"ENSMUSG00000020261",62.6890124381625,37.1342425991314,49.8597857894385,24.3731028792953,39.5804909751119,36.8603682329784,31.889163422681,53.6171126063688,41.3602026422978,10.3225208194543,78.6644543114821
"ENSMUSG00000020262",37.9584845955846,50.63760354427,48.3016674835186,35.797994853965,30.1565645524662,36.3554316818417,33.9871347004889,37.5319788244581,96.5071394986949,15.4837812291814,34.1111350554214
"ENSMUSG00000020263",28.1812991694492,41.8604189299299,31.1623661183991,15.9948487645376,24.9734050200111,29.2863199659281,35.6655117227353,36.7660200729386,13.7867342140993,51.6126040972715,68.2222701108429
"ENSMUSG00000020265",3751.56356086361,3984.84181491042,3757.40229472597,6057.47772496986,3787.94722558243,3280.57277273508,4763.65358339075,3004.09022345969,6410.83140955616,5847.70804422086,3308.78010037588
"ENSMUSG00000020267",2890.02098625474,2512.30030384305,2683.85878194712,3253.04757492095,3830.35489448434,3180.09039905888,3508.22757075047,3410.81432051657,827.204052845956,2534.17886117603,2612.63448699993
"ENSMUSG00000020268",8.05179976269977,3.37584023628467,9.34870983551973,6.85493518480181,5.65435585358741,6.56417516477698,11.7486391557246,13.787257527352,0,0,10.4421842006392
"ENSMUSG00000020271",185.766523096573,176.21886033406,176.846427721915,209.456352868944,202.14322176575,241.359671443338,240.427508436792,237.447212971062,248.161215853787,170.321593520996,225.551178733807
"ENSMUSG00000020272",60.9636267747268,49.2872674497562,56.0922590131184,47.2228868286347,39.1092946539796,38.3751778863885,35.2459174671737,73.5320401458772,41.3602026422978,30.9675624583629,46.6417560961885
"ENSMUSG00000020273",63.8392695471196,72.2429810564919,69.336264613438,31.9896975290751,49.4756137188898,67.1565613011799,37.3438887449817,58.9788238670056,13.7867342140993,25.8063020486357,43.1610280293088
"ENSMUSG00000020275",8.05179976269977,13.5033609451387,8.56965068255975,10.6632325096917,8.48153378038112,4.03949240909353,18.0425529891484,6.12767001215643,27.5734684281985,41.2900832778172,22.9728052414063
"ENSMUSG00000020277",239.253478663079,269.392050855517,237.613041652793,415.104408412998,259.629172943889,291.348390005871,432.18208322844,281.106861807676,523.895900135772,510.964780562987,556.220345087382
"ENSMUSG00000020280",86.8444117262618,89.7973502851722,102.835808190717,51.7928436185026,83.4017488404143,101.492246778475,54.5472532230069,84.2554626671509,13.7867342140993,30.9675624583629,41.0725911891809
"ENSMUSG00000020282",16.1035995253995,12.8281928978817,17.1393013651195,61.6944166632163,43.8212578653024,25.2468275568345,43.218208322844,27.5745150547039,82.7204052845956,25.8063020486357,58.4762315235796
"ENSMUSG00000020283",94.321082934483,114.103399986422,77.9059152959977,24.3731028792953,46.6484357920961,177.737666000115,33.5675404449273,133.276822764402,13.7867342140993,0,25.0612420815341
"ENSMUSG00000020284",20.1294994067494,22.9557136067357,20.2555379769594,36.559654318943,26.8581903045402,26.2567006591079,33.5675404449273,16.8510925334302,82.7204052845956,10.3225208194543,25.0612420815341
"ENSMUSG00000020287",126.528281985282,123.555752648019,118.416991249917,172.135039085023,158.79316022158,158.550077056921,149.795149235488,164.681131576704,27.5734684281985,144.51529147236,214.412848919792
"ENSMUSG00000020288",159.31060959056,134.35844140413,121.533227861756,124.912152256388,105.076779612499,148.451346034187,117.905985812807,142.468327782637,82.7204052845956,67.0963853264529,117.648608660535
"ENSMUSG00000020289",40.2589988134988,27.0067218902773,27.2670703535992,37.321313783921,35.8109204060536,36.3554316818417,20.9797127780796,54.3830713578883,13.7867342140993,20.6450416389086,50.8186297764442
"ENSMUSG00000020290",1628.18893772879,1582.59390277025,1597.85032272091,1762.48000195904,1469.66132561159,1521.37382857485,1316.68677395228,1428.51307158397,1530.32749776502,1249.02501915397,1073.45653582571
"ENSMUSG00000020300",22.4300136246636,34.4335704101036,18.6974196710395,19.0414866244495,20.7326381298205,33.3258123750216,15.5249874557789,41.3617725820559,96.5071394986949,67.0963853264529,79.3605999248581
"ENSMUSG00000020303",21.2797565157065,27.0067218902773,18.6974196710395,6.85493518480181,8.48153378038112,18.1777158409209,24.7560610781339,32.1702675638213,13.7867342140993,0,15.3152034942709
"ENSMUSG00000020305",61.5387553292054,54.6886118278116,45.1854308716787,50.2695246885466,53.7163806090804,67.1565613011799,52.449281945199,72.0001226428381,13.7867342140993,41.2900832778172,61.9569595904594
"ENSMUSG00000020307",1396.41213027393,1454.31197379144,1272.9826559366,902.566465998905,1270.34528177264,1695.07200216587,1041.85253655943,1188.76798235835,951.28466077285,830.96292596607,866.005143039679
"ENSMUSG00000020308",151.833938382338,176.21886033406,147.242179909436,172.896698550001,126.280614063452,129.263757090993,140.144481357572,107.234225212738,193.01427899739,108.38646860427,111.383298140152
"ENSMUSG00000020309",5.17615699030699,10.127520708854,8.56965068255975,3.04663785991191,1.88478528452914,10.0987310227338,14.2662046890941,18.3830100364693,13.7867342140993,0,4.17687368025569
"ENSMUSG00000020311",81.6682547359548,80.3449976235751,84.1383885196775,70.072670777974,65.4962886373875,71.1960537102734,70.0722406787858,72.7660813943576,137.867342140993,82.5801665556343,92.5873665790011
"ENSMUSG00000020315",771.82252011022,921.604384505715,954.347462375972,1538.55211925552,1295.78988311378,913.935157557411,1459.34882084322,958.980356902481,3060.65499553004,1625.79702906405,1603.91949321818
"ENSMUSG00000020321",676.926308621259,631.95729223249,620.131085756142,667.975350785687,617.738377004425,809.918228023252,570.648187563765,679.405412597844,951.28466077285,588.383686708895,608.431266090578
"ENSMUSG00000020326",492.885171188121,478.018977457909,461.982077705266,485.177079190972,525.855094383629,672.575486114072,409.943587683675,484.851889711878,372.24182378068,366.449489090627,420.471950479073
"ENSMUSG00000020328",1068.01372566668,1037.05812058665,1000.31195240061,647.410545231282,813.756046595455,1219.42177099511,602.537350986446,1063.15074710914,96.5071394986949,371.610749500354,416.991222412193
"ENSMUSG00000020329",125.953153430803,103.300711230311,133.219115156156,171.373379620045,116.385491319674,101.997183329612,148.536366468803,96.5108026914638,82.7204052845956,139.354031062633,114.864026207031
"ENSMUSG00000020330",808.055619042369,716.353298139607,780.617271265897,584.19280963811,739.307027856554,638.239800636777,473.721914529037,661.022402561375,454.962229065276,335.481926632264,277.065954123627
"ENSMUSG00000020340",18.4041137433138,16.2040331341664,18.6974196710395,30.4663785991191,26.3869939834079,28.2764468636547,31.889163422681,29.8723913092626,68.9336710704963,56.7738645069986,77.9683086981062
"ENSMUSG00000020346",105.248525469576,102.625543183054,95.0452166611172,120.342195466521,104.134386970235,124.719328130763,106.996535168206,115.659771479453,96.5071394986949,118.708989423724,126.002356021047
"ENSMUSG00000020349",1124.95145256005,1012.7520708854,1090.68281414397,951.312671757495,1078.5683790718,1106.82092009163,985.626906314179,1049.36348958179,620.403039634467,959.994436209249,1004.53812010149
"ENSMUSG00000020357",12.6528281985282,12.8281928978817,10.9068281414397,12.1865514396477,11.7799080283071,13.6332868806907,7.97229085567024,13.787257527352,0,15.4837812291814,18.0997859477746
"ENSMUSG00000020358",4208.79076167406,4178.61504447316,4050.32853623892,3225.62783418174,3069.3728358557,4032.42329737761,2930.86587509772,3960.00674535609,2454.03869010967,2952.24095436393,2116.97881027626
"ENSMUSG00000020359",15.528470970921,19.5798733704511,12.4649464473596,19.8031460894274,25.4446013411433,18.6826523920576,31.4695691671194,25.2766388001453,55.1469368563971,30.9675624583629,42.4648824159328
"ENSMUSG00000020361",4164.50586297921,4006.44719242264,4375.97526217619,4359.73877753395,4382.12578653024,3991.52343673554,3480.95394413897,3861.19806641007,3212.30907188513,3344.49674550319,3101.32870758985
"ENSMUSG00000020362",375.558946074496,357.163896998918,392.645813091829,289.430596691632,383.553805401679,370.118491983194,372.599698938694,441.958199626783,330.881621138382,304.514364173902,462.936832895005
"ENSMUSG00000020363",231.201678900379,192.422893468226,200.997261463674,124.150492791411,136.646933128362,173.698173591022,97.7654615458509,111.829977721855,82.7204052845956,56.7738645069986,96.0680946458808
"ENSMUSG00000020364",5.75128554478555,10.127520708854,13.2440056003196,6.85493518480181,4.71196321132284,8.58392136932375,7.55269660010865,9.9574637697542,13.7867342140993,10.3225208194543,24.3650964681582
"ENSMUSG00000020366",115.60083945019,122.205416553505,102.056749037757,90.6374763323795,113.087117071748,147.94640948305,87.2756051568111,127.149152752246,13.7867342140993,36.12882286809,92.5873665790011
"ENSMUSG00000020368",2478.22894124809,2490.69492633083,2570.89520476792,3906.55139587205,2775.81752779029,2424.20038200725,2808.7639467293,2322.38693460729,3598.33762987991,3509.65707861446,2521.43941164768
"ENSMUSG00000020372",9608.09763111874,9918.89378225161,9534.90497307716,9899.28806631879,9139.79504100292,9322.64354363672,9114.00682505333,8201.88631127138,5611.2008251384,10141.8767051138,9304.68226838292
"ENSMUSG00000020375",66.7149123195124,76.9691573872904,75.5687378371178,105.870665631939,67.8522702430489,52.5134013182159,90.2127649457422,42.1277313335755,248.161215853787,149.676551882087,76.5760174713543
"ENSMUSG00000020376",17.2538566343566,16.2040331341664,7.79059152959977,9.90157304471372,11.3087117071748,42.9196068466187,5.87431957786228,39.8298550790168,0,5.16126040972715,4.87301929363163
"ENSMUSG00000020380",792.527148071448,858.138588063563,979.277355270691,671.783648110577,597.476935195736,463.531753943482,723.800090843746,661.022402561375,1323.52648455353,836.124186375797,685.007283561933
"ENSMUSG00000020381",38.5336131500632,33.0832343155897,32.720484424319,63.2177355931722,39.5804909751119,38.8801144375252,53.2884704563222,34.4681438183799,82.7204052845956,72.25764573618,49.4263385496923
"ENSMUSG00000020385",113.300325232275,142.460457971213,116.079813791037,67.7876923830401,93.7680679053246,128.758820539856,105.737752401521,128.681070255285,96.5071394986949,61.9351249167257,112.775589366904
"ENSMUSG00000020386",186.341651651052,224.155791689302,166.718658733435,183.559931059693,148.42684115667,199.95487425013,169.935673502445,204.510986655721,193.01427899739,180.64411434045,203.274519105777
"ENSMUSG00000020387",71.3159407553408,70.2174769147211,73.2315603782379,76.9276059627758,65.4962886373875,43.9294799488921,45.7357738562135,40.5958138305364,82.7204052845956,103.225208194543,45.2494648694366
"ENSMUSG00000020389",7.47667120822121,12.1530248506248,9.34870983551973,2.28497839493394,3.76957056905827,8.58392136932375,3.77634830005433,3.82979375759777,0,20.6450416389086,6.96145613375948
"ENSMUSG00000020390",486.558757088857,466.541120654541,364.599683585269,274.197407392072,332.664602719393,423.641766403684,306.723400815524,505.532776002906,289.521418496085,289.03058294472,341.111350554214
"ENSMUSG00000020392",509.563899268,513.802883962526,492.365384670706,495.840311700664,462.714787351903,434.750370528691,511.48539752958,453.447580899576,454.962229065276,500.642259743533,437.179445200095
"ENSMUSG00000020393",18.9792422977923,26.3315538430204,14.0230647532796,11.4248919746697,8.01033745924883,11.1086041250072,8.81147936679343,29.106432557743,0,15.4837812291814,36.1995718955493
"ENSMUSG00000020396",110.999811014361,114.778568033679,160.486185509755,115.772238676653,93.7680679053246,61.6022592386763,105.737752401521,65.8724526306816,137.867342140993,134.192770652906,87.7143472853694
"ENSMUSG00000020397",188.642165868966,216.053775122219,179.962664333755,119.580536001543,133.819755201569,175.212983244432,109.514100701575,200.681192898123,124.080607926893,118.708989423724,162.201927916596
"ENSMUSG00000020400",136.880595965896,151.237642585553,141.009706685756,323.705272615641,158.79316022158,135.82793225577,224.902520981013,118.723606485531,537.682634349871,521.287301382442,322.315418993064
"ENSMUSG00000020402",2646.16647915583,2883.64272983436,2441.57138537657,1548.45369230023,2506.76442842375,3547.68420828639,1593.19938836736,2542.2170962934,716.910179133162,583.222426299167,1003.14582887474
"ENSMUSG00000020407",372.108174747625,379.444442558397,380.180866644469,722.053172799124,645.538959951229,501.906931829871,588.271146297352,449.617787141978,441.175494851177,392.255791139263,162.898073529972
"ENSMUSG00000020409",575.128554478555,560.389479223255,636.491327968301,516.40511725507,580.513867634974,510.490853199195,578.200884163874,481.02209595428,261.947950067886,485.158478514352,499.832550403931
"ENSMUSG00000020412",94.8962114889615,91.147686379686,110.626399720317,107.393984561895,99.8936200800443,87.8589598977842,109.933694957137,94.2129264369051,234.374481639688,221.934197618267,123.913919180919
"ENSMUSG00000020413",204.745765394365,222.805455594788,174.509250263035,173.658358014979,130.992577274775,217.627653539914,158.606628602282,224.425914195229,206.801013211489,113.547729013997,138.532977061814
"ENSMUSG00000020415",899.50105920446,833.832538362313,818.791169760936,668.737010250665,411.354388348484,467.066309801439,548.409692019001,477.192302196682,758.27038177546,846.446707195252,796.390581702084
"ENSMUSG00000020419",13.8030853074853,20.255041417708,13.2440056003196,8.37825411475777,7.06794481698426,17.6727792897842,7.13310234454706,15.3191750303911,0,5.16126040972715,10.4421842006392
"ENSMUSG00000020420",48.8859271306772,33.7584023628467,50.6388449423985,49.5078652235686,65.0250923162552,51.5035282159425,56.6452245008149,60.5107413700448,0,36.12882286809,45.2494648694366
"ENSMUSG00000020422",494.035428297079,546.210950230859,520.411514177265,252.870942372689,377.42825322696,662.981691642475,190.495792024963,488.681683469475,151.654076355092,123.870249833451,124.610064794295
"ENSMUSG00000020423",77.0672263001263,58.7396201113532,56.8713181660783,84.5442006125556,90.4696936573986,110.076168147799,60.8411670564308,91.1490914308269,68.9336710704963,87.7414269653615,70.3107069509707
"ENSMUSG00000020424",189.792422977923,143.13562601847,186.195137557435,54.0778220134365,119.212669246468,164.104379119425,59.1627900341844,132.510864012883,0,41.2900832778172,50.1224841630682
"ENSMUSG00000020427",28.1812991694492,25.6563857957635,20.2555379769594,4.56995678986787,3.29837424792599,23.7320179034245,2.51756553336955,7.65958751519554,13.7867342140993,0,2.78458245350379
"ENSMUSG00000020430",626.890124381625,712.977457903322,647.398156109741,1054.8983589945,718.574389726733,702.366742631137,822.824335156282,592.852073676135,1227.01934505483,877.414269653615,626.531052038353
"ENSMUSG00000020431",12.6528281985282,10.127520708854,5.45341407071984,0.761659464977979,6.59674849585198,6.56417516477698,10.0702621334782,7.65958751519554,13.7867342140993,20.6450416389086,16.0113491076468
"ENSMUSG00000020432",19.5543708522709,16.8792011814233,12.4649464473596,33.5130164590311,14.6070859551008,23.7320179034245,23.9168725670107,18.3830100364693,151.654076355092,61.9351249167257,66.829978884091
"ENSMUSG00000020439",64.9895266560767,81.695333718089,64.6619096956781,109.678962956829,65.9674849585198,62.6121323409497,75.9465602566481,49.787318848771,206.801013211489,206.450416389086,185.870878771378
"ENSMUSG00000020440",448.025143938794,793.997623574154,439.389362269427,788.317546252208,662.973223833124,995.229942290418,1101.01532659362,517.022157275699,2578.11929803656,1398.70157103606,1113.83298140152
"ENSMUSG00000020441",356.579703776704,384.170618889195,412.122291915828,527.068349764761,488.630585014179,301.952057579741,516.100934340758,253.532346752972,344.668355352482,283.869322534993,347.376661074598
"ENSMUSG00000020444",370.957917638668,357.163896998918,346.68132306719,363.311564794496,292.141719102016,328.713694789986,260.568032703748,266.553645528805,399.815292208879,330.320666222537,210.235975239536
"ENSMUSG00000020448",140.331367292767,205.251086366108,148.021239062396,107.393984561895,109.31754650269,152.490838443281,123.78030539067,118.723606485531,137.867342140993,159.999072701541,166.378801596852
"ENSMUSG00000020451",231.776807454858,203.225582224337,221.252799440634,183.559931059693,168.688282965358,166.629061875108,205.181590969618,193.787564134447,372.24182378068,381.933270319809,484.51734690966
"ENSMUSG00000020453",338.750718587869,385.520954983709,289.030945748152,289.430596691632,302.979234488059,375.672794045698,212.314693314165,309.4473356139,96.5071394986949,278.708062125266,153.848180556084
"ENSMUSG00000020454",226.600650464551,188.371885184684,238.392100805753,212.502990728856,245.49328330992,210.558541824,235.392377370053,237.447212971062,206.801013211489,268.385541305812,232.512634867567
"ENSMUSG00000020455",131.704438975589,112.753063891908,130.102878544316,111.202281886785,155.965982294786,131.788439846676,109.094506446014,133.276822764402,13.7867342140993,56.7738645069986,151.063598102581
"ENSMUSG00000020456",509.563899268,439.534398764264,479.900438223346,343.508418705068,473.081106416813,451.918213267338,365.886190849708,425.107107093352,510.109165921673,278.708062125266,412.814348731937
"ENSMUSG00000020457",437.097701403702,451.012255567632,380.180866644469,573.529577128418,434.443008083966,509.480980096921,440.993562595233,465.702920923889,537.682634349871,469.67469728517,375.918631223012
"ENSMUSG00000020458",1177.2881510176,1082.96954780012,1106.26399720317,1066.32325096917,1242.54469882583,1269.91542610878,961.710033747168,1176.51264233403,730.696913347261,722.5764573618,993.399790287478
"ENSMUSG00000020459",222.574750583201,177.569196428574,238.392100805753,196.508141964318,191.305706379707,179.757412204662,220.706578425397,248.170635492335,137.867342140993,139.354031062633,219.9820138268
"ENSMUSG00000020460",26658.35875719,24804.9988881725,24041.7654603449,12920.7911638864,22535.4352544726,25969.8966980623,16360.399618602,25226.8514812965,4715.06310122195,10131.5541842944,17685.579307816
"ENSMUSG00000020462",189.217294423445,222.805455594788,206.450675534394,144.715298345816,147.013252193273,191.370952880806,128.815436457409,145.532162788715,41.3602026422978,180.64411434045,156.632763009588
"ENSMUSG00000020463",630.340895708496,672.467375067906,677.00240392222,460.803976311677,729.883101433908,585.221462767425,644.077182287043,726.894855192057,537.682634349871,299.353103764174,482.428910069532
"ENSMUSG00000020464",117.901353668104,162.040331341664,106.731103955517,41.1296111088108,65.0250923162552,155.520457750101,39.4418600227896,89.6171739277878,13.7867342140993,25.8063020486357,29.2381157617898
"ENSMUSG00000020471",360.030475103575,384.845786936452,301.495892195511,339.700121380178,338.790154894112,338.81242581272,332.318650404781,271.149398037922,275.734684281985,340.643187041992,213.02055769304
"ENSMUSG00000020472",114.450582341232,110.05239170288,87.2546251315174,41.1296111088108,122.511043494394,138.85755156259,85.5972281345647,148.595997794793,0,10.3225208194543,48.0340473229404
"ENSMUSG00000020473",5.75128554478555,5.40134437805547,13.2440056003196,19.0414866244495,14.1358896339685,4.54442896023022,31.4695691671194,20.680886291028,68.9336710704963,72.25764573618,81.4490367649859
"ENSMUSG00000020474",28.7564277239277,44.5610911189576,37.3948393420789,19.8031460894274,38.6380983328473,37.8702413352518,23.9168725670107,37.5319788244581,0,20.6450416389086,34.1111350554214
"ENSMUSG00000020476",432.496672967873,399.699483976105,405.110759539188,635.223993791634,492.871351904369,406.473923665036,519.457688385251,372.255953238503,413.602026422978,696.770155313165,421.168096092448
"ENSMUSG00000020477",309.994290863941,250.487345532322,283.577531677432,273.435747927094,276.592240504651,313.565598255885,336.094998704835,288.766449322872,413.602026422978,319.998145403083,244.347110294958
"ENSMUSG00000020482",202.445251176451,189.722221279198,179.183605180795,129.482109046256,156.437178615918,248.428783159252,123.360711135108,222.128037940671,27.5734684281985,67.0963853264529,61.9569595904594
"ENSMUSG00000020483",1204.89432163257,1207.2004684954,1178.71649842845,1307.00764190221,1168.09568008693,1214.37240548374,882.406719446028,930.639883096258,1544.11423197912,1202.57367546642,967.642402592567
"ENSMUSG00000020484",131.12931042111,124.230920695276,93.4870983551973,28.1814002041852,73.0354297755041,128.253883988719,39.8614542783512,160.085379067587,27.5734684281985,20.6450416389086,77.2721630847302
"ENSMUSG00000020485",649.895266560767,573.217672121137,585.852483025903,869.815109004852,607.372057939514,548.361094534446,621.419092486717,427.404983347911,744.48364756136,655.480072035347,449.710066240862
"ENSMUSG00000020491",19.5543708522709,25.6563857957635,9.34870983551973,16.7565082295155,13.193496991704,15.6530330852374,19.7209300113948,22.2128037940671,13.7867342140993,5.16126040972715,25.7573876949101
"ENSMUSG00000020492",188.067037314487,210.652430744163,159.707126356795,178.228314804847,147.484448514405,218.637526642187,141.822858379818,168.510925334302,275.734684281985,139.354031062633,129.483084087926
"ENSMUSG00000020493",67.8651694284695,76.2939893400335,78.6849744489577,61.6944166632163,71.6218408121072,79.7799750795972,53.2884704563222,85.78738017019,55.1469368563971,10.3225208194543,41.7687368025569
"ENSMUSG00000020495",94.321082934483,67.5168047256934,59.2084956249583,5.33161625484585,49.0044173977576,103.007056431885,15.1053932002173,84.2554626671509,0,10.3225208194543,13.922912267519
"ENSMUSG00000020496",790.226633853534,796.698295763182,716.734420723179,1284.91951741785,1014.48567939781,1019.46689674498,1137.52002682748,880.852564247487,1240.80607926893,820.640405146616,617.481159064466
"ENSMUSG00000020513",8.05179976269977,12.8281928978817,4.67435491775986,7.61659464977979,12.7223006705717,14.1382234318273,7.13310234454706,11.4893812727933,0,5.16126040972715,11.1383298140152
"ENSMUSG00000020514",249.605792643693,245.761169201524,225.927154358393,111.963941351763,206.38398865594,260.042323835396,173.292427546937,213.702491673956,55.1469368563971,139.354031062633,150.367452489205
"ENSMUSG00000020515",285.263763021363,282.220243753398,303.833069654391,150.80857406564,218.63509300538,304.981676886561,137.626915824202,279.574944304637,124.080607926893,108.38646860427,178.909422637619
"ENSMUSG00000020516",262.8337493967,275.468563280829,285.914709136312,302.378807596258,300.152056561265,274.180547267223,339.451752749328,324.000551892771,289.521418496085,299.353103764174,282.635119030635
"ENSMUSG00000020519",142.631881510682,126.256424837047,133.219115156156,325.990251010575,182.824172599326,155.015521198964,208.957939269673,140.170451528078,551.469368563971,319.998145403083,190.74389806501
