"","KO_E12_FCL_1","KO_E12_FCL_2","KO_E12_FCL_3","S200A_3_FCL_1","S200A_3_FCL_2","S200A_3_FCL_3","S200A_5_FCL_1","S200A_5_FCL_2","S200WT_1_FCL_1","S200WT_1_FCL_2","S200WT_2_FCL_3"
"ENSMUSG00000000142",66.1397837650338,78.9946615290612,55.3131998601584,31.9896975290751,48.062024755493,96.442881267108,22.2384955447644,69.7022463882794,0,36.12882286809,41.7687368025569
"ENSMUSG00000000148",38.5336131500632,52.6631076860408,30.3833069654391,9.13991357973574,15.0782822762331,50.9985916648058,9.23107362235502,61.2767001215643,0,10.3225208194543,14.6190578808949
"ENSMUSG00000000149",48.8859271306772,61.440292300381,38.1738984950389,31.9896975290751,37.2245093694505,82.8095943864173,27.2736266115035,60.5107413700448,0,30.9675624583629,34.8072806687974
"ENSMUSG00000000154",12.0776996440497,12.1530248506248,14.0230647532796,6.09327571982383,10.3663190649103,14.1382234318273,43.218208322844,26.0425975516648,0,36.12882286809,33.4149894420455
"ENSMUSG00000000168",334.724818706519,329.482007061384,278.124117606712,133.290406371146,234.184571602745,330.228504443396,156.089063068912,314.043088123017,137.867342140993,118.708989423724,164.9865103701
"ENSMUSG00000000171",265.134263614614,384.170618889195,71.6734420723179,9.90157304471372,7.06794481698426,397.890002295712,5.45472532230069,242.808924231699,0,0,10.4421842006392
"ENSMUSG00000000184",56.3625983388984,39.8349147881591,61.5456730838382,203.36307714912,155.023589652522,106.036675738705,178.327558613677,116.425730230972,772.057115989559,459.352176465716,504.705569697562
"ENSMUSG00000000194",272.610934822835,230.907472161871,263.321993700472,433.38423557247,306.748805057117,259.537387284259,289.520036337498,189.19181162533,510.109165921673,392.255791139263,261.05460501598
"ENSMUSG00000000253",59.2382411112911,64.8161325366656,57.6503773190383,73.8809681028639,59.8419327838001,61.6022592386763,80.5620970678256,72.7660813943576,179.227544783291,201.289155979359,157.328908622964
"ENSMUSG00000000275",369.232531975232,384.170618889195,338.89073153759,409.772792158153,351.512455564684,394.860382988892,319.311228482371,338.553768171643,496.322431707574,449.029655646262,366.172592635749
"ENSMUSG00000000276",36.8082274866275,33.0832343155897,31.1623661183991,47.9845462936127,36.7533130483182,36.3554316818417,41.120237045036,29.8723913092626,110.293873712794,61.9351249167257,69.6145613375948
"ENSMUSG00000000278",491.734914079164,583.345192829991,440.947480575347,524.783371369827,488.159388693046,601.884368954936,489.666496240378,520.085992281777,868.564255488254,510.964780562987,422.5603873192
"ENSMUSG00000000282",171.388309234609,189.047053231941,183.857960098555,121.103854931499,120.626258209865,146.936536380777,101.122215590344,128.681070255285,110.293873712794,98.0639477848158,71.0068525643467
"ENSMUSG00000000295",147.23290994651,164.741003530692,130.881937697276,101.300708842071,163.03392711177,267.616372102446,136.787727313079,266.553645528805,165.440810569191,92.9026873750886,190.047752451634
"ENSMUSG00000000296",112.150068123318,113.428231939165,72.4525012252779,36.559654318943,56.0723622147418,84.3244040398274,82.6600683456336,86.5533389217096,0,92.9026873750886,119.737045500663
"ENSMUSG00000000301",39.1087417045417,43.2107550244438,38.1738984950389,57.1244598733484,45.2348468286993,31.3060661704748,49.9317164118294,37.5319788244581,137.867342140993,41.2900832778172,80.056745538234
"ENSMUSG00000000303",3667.59479190974,3809.29812262362,3641.32248093493,4319.37082589012,4559.76679959711,3960.21737056507,4469.09841598651,3182.55861256375,2233.45094268408,4505.7803376918,4884.15762344565
"ENSMUSG00000000305",21.8548850701851,22.2805455594788,22.5927154358393,14.4715298345816,32.0413498369953,23.7320179034245,18.0425529891484,13.0212987758324,0,10.3225208194543,9.74603858726327
"ENSMUSG00000000308",12.0776996440497,15.5288650869095,12.4649464473596,4.56995678986787,2.35598160566142,7.57404826705036,11.329044900163,6.89362876367599,27.5734684281985,10.3225208194543,19.4920771745265
"ENSMUSG00000000317",17.2538566343566,16.2040331341664,17.1393013651195,6.85493518480181,4.24076689019056,8.07898481818705,19.3013357558332,15.3191750303911,0,15.4837812291814,14.6190578808949
"ENSMUSG00000000325",28.7564277239277,47.2617633079854,30.3833069654391,20.5648055544054,20.2614418086882,31.8110027216115,29.3715978893114,36.000061321419,13.7867342140993,30.9675624583629,34.8072806687974
"ENSMUSG00000000326",207.04627961228,224.830959736559,204.113498075514,111.963941351763,211.567148188396,251.458402466072,183.362689680416,333.958015662525,234.374481639688,206.450416389086,422.5603873192
"ENSMUSG00000000339",312.294805081855,282.895411800655,249.298928947193,378.544754094055,408.52721042169,316.090281011568,353.29836318286,359.234654462671,193.01427899739,289.03058294472,286.811992710891
"ENSMUSG00000000340",292.740434229584,272.092723044544,238.392100805753,166.803422830177,188.007332131781,269.636118306993,187.558632236032,280.340903056157,261.947950067886,294.191843354447,326.49229267332
"ENSMUSG00000000346",202.445251176451,181.620204712115,192.427610781114,176.704995874891,197.431258554427,206.519049414907,160.285005624528,238.213171722581,96.5071394986949,108.38646860427,160.809636689844
"ENSMUSG00000000355",376.134074628975,343.660536053779,290.589064054072,322.943613150663,272.35147361446,389.811017477525,255.532901637009,386.043210765855,137.867342140993,340.643187041992,215.108994533168
"ENSMUSG00000000365",86.8444117262618,120.855080458991,78.6849744489577,70.834330242952,74.4490187389009,108.056421943252,86.4364166456879,137.87257527352,68.9336710704963,56.7738645069986,64.7415420439632
"ENSMUSG00000000374",71.8910693098193,69.5423088674642,76.3477969900778,44.1762489687228,69.2658592064458,37.3653047841151,68.8134579121011,83.4895039156314,165.440810569191,72.25764573618,68.2222701108429
"ENSMUSG00000000378",73.0413264187764,66.8416366784364,65.4409688486381,83.0208816825997,39.1092946539796,61.6022592386763,60.4215728008692,47.4894425942123,234.374481639688,134.192770652906,93.283512192377
"ENSMUSG00000000384",559.024954953155,513.802883962526,549.236702836784,892.664892954191,605.016076333853,561.994381415137,754.850065755304,410.553890814481,937.49792655875,743.221499000709,364.084155795621
"ENSMUSG00000000399",784.475348308749,656.938509980997,749.454905147498,853.820260240314,860.404482387551,796.284941142562,907.162780524161,775.150256537789,661.763242276765,763.866540639617,903.59700616198
"ENSMUSG00000000402",29.3315562784063,26.3315538430204,33.499543577279,60.9327571982383,53.7163806090804,66.6516247500432,29.791192144873,45.1915663396537,13.7867342140993,5.16126040972715,2.08843684012784
"ENSMUSG00000000409",306.54351953707,263.315538430204,240.729278264633,330.560207800443,199.787240160089,200.459810801266,148.955960724365,132.510864012883,289.521418496085,118.708989423724,86.3220560586175
"ENSMUSG00000000416",16.1035995253995,16.8792011814233,17.9183605180795,13.7098703696036,19.3190491664237,10.0987310227338,8.39188511123184,4.59575250911732,82.7204052845956,15.4837812291814,9.04989297388732
"ENSMUSG00000000420",509.563899268,536.083429522005,528.202105706865,632.177355931722,577.215493387048,457.472515329842,683.519042309833,555.320094851677,1268.37954769713,1047.73586317461,993.399790287478
"ENSMUSG00000000439",162.186252362952,176.894028381317,144.905002450556,131.76708744119,135.704540486098,176.222856346705,117.905985812807,144.000245285676,96.5071394986949,139.354031062633,80.75289115161
"ENSMUSG00000000441",310.56941941842,366.616249660515,225.927154358393,44.1762489687228,128.636595669114,393.850509886619,67.1350808898547,302.553706850224,27.5734684281985,41.2900832778172,106.51027884652
"ENSMUSG00000000486",171.388309234609,216.728943169476,199.439143157754,396.824581253527,285.073774285032,224.191828704691,287.42206505969,144.766204037196,427.388760637077,247.740499666903,114.864026207031
"ENSMUSG00000000531",39.6838702590203,35.7839065046175,33.499543577279,23.6114434143173,29.2141719102016,27.771510312518,28.1128151226266,40.5958138305364,82.7204052845956,56.7738645069986,57.7800859102037
"ENSMUSG00000000532",46.5854129127629,43.2107550244438,35.057661883199,11.4248919746697,28.7429755890693,55.543020625036,16.3641759669021,54.3830713578883,41.3602026422978,5.16126040972715,36.8957175089252
"ENSMUSG00000000538",19.5543708522709,16.8792011814233,33.499543577279,54.8394814784145,35.3397240849213,30.2961930682015,45.7357738562135,36.7660200729386,13.7867342140993,46.4513436875443,75.1837262446024
"ENSMUSG00000000544",10.9274425350925,3.37584023628467,7.79059152959977,3.80829732488989,17.9054602030268,20.1974620454676,7.55269660010865,4.59575250911732,0,0,0.696145613375948
"ENSMUSG00000000552",24.7305278425779,46.5865952607284,34.278602730239,58.6477788033044,29.6853682313339,53.5232744204892,52.0296876896374,20.680886291028,193.01427899739,118.708989423724,82.8413279917378
"ENSMUSG00000000561",1547.67094010179,1415.15222705053,1385.9462331158,752.519551398243,988.0986854144,1686.48808079655,688.134579121011,1520.42812176631,413.602026422978,614.18998875753,620.26574151797
"ENSMUSG00000000563",1955.43708522709,1739.23288973386,1558.11830591995,797.457459831944,1387.20196941344,2003.58823491039,1064.93022061532,2070.38650535735,413.602026422978,650.31881162562,1292.74240403914
"ENSMUSG00000000568",2068.73741045936,2234.80623642045,2130.72678334554,2350.48110892204,2071.85022401865,2275.74903597307,2271.68329961046,2025.96089776922,1227.01934505483,2023.21408061304,1834.34369124562
"ENSMUSG00000000579",886.273102451453,1104.57492531234,813.337755690216,529.353328159695,851.451752286038,1227.5007558133,576.522507141627,1162.72538480668,0,273.546801715539,803.352037835844
"ENSMUSG00000000581",189.792422977923,177.569196428574,158.928067203835,131.76708744119,163.976319754035,207.023985966043,138.046510079764,183.830100364693,68.9336710704963,51.6126040972715,135.052248994934
"ENSMUSG00000000594",44.2848986948487,41.8604189299299,39.7320168009588,82.2592222176217,70.2082518487103,52.0084647670792,106.576940912644,79.6597101580336,55.1469368563971,56.7738645069986,89.8027841254973
"ENSMUSG00000000600",174.263952007002,188.371885184684,161.265244662715,83.7825411475776,157.379571258183,143.40198052282,125.039088157354,162.383255322145,41.3602026422978,103.225208194543,133.659957768182
"ENSMUSG00000000605",34.5077132687133,20.255041417708,24.9298928947193,13.7098703696036,26.3869939834079,20.7023985966043,34.4067289560505,38.2979375759777,41.3602026422978,46.4513436875443,59.8685227503315
"ENSMUSG00000000627",24.1553992880993,11.4778568033679,19.4764788239994,41.1296111088108,28.2717792679371,35.3455585795684,37.7634830005433,47.4894425942123,55.1469368563971,30.9675624583629,34.1111350554214
"ENSMUSG00000000628",3407.06155673096,3302.92208718092,3207.38653273623,3783.16256254562,3855.79949582548,3675.43315572397,3946.70356781233,3575.49545209328,3115.80193238644,3762.55883869109,4032.07539267349
"ENSMUSG00000000631",67.8651694284695,84.3960059071167,91.9289800492773,186.606568919605,102.249601685706,70.6911171591367,181.264718402608,105.702307709698,675.549976490864,449.029655646262,297.25417691153
"ENSMUSG00000000708",318.621219181119,411.177340779473,278.903176759672,118.818876536565,215.336718757454,354.970395449094,141.403264124256,322.468634389732,124.080607926893,154.837812291814,97.4603858726327
"ENSMUSG00000000711",123.652639212889,77.6443254345474,102.835808190717,83.0208816825997,147.955644835537,128.253883988719,87.6951994123727,183.064141613173,13.7867342140993,103.225208194543,164.290364756724
"ENSMUSG00000000730",1122.07580978766,1148.46084838404,1143.65883654525,926.177909413222,760.039665986374,905.856172739223,512.324586040704,512.426404766582,1364.88668719583,1259.34753997342,777.594650140934
"ENSMUSG00000000732",25.3056563970564,28.3570579847912,31.1623661183991,23.6114434143173,16.4918712396299,12.1184772272806,22.2384955447644,15.3191750303911,137.867342140993,87.7414269653615,56.3877946834518
"ENSMUSG00000000738",372.683303302103,288.971924225968,353.69285544383,442.524149152206,385.909787007341,282.764468636547,466.169217928929,367.660200729386,441.175494851177,397.41705154899,489.390366203291
"ENSMUSG00000000740",22971.209594428,21350.1639903588,23718.4559118665,20906.7906541805,21708.0145145643,19208.2913417909,21442.1056477085,18971.2663576363,16888.7494122716,19452.7904842616,19648.0137919228
"ENSMUSG00000000743",624.014481609232,799.398967952209,722.966893946859,913.991357973574,678.993898751622,573.102985540144,1007.02621334782,347.745273189877,1557.90096619322,1522.57182086951,868.789725493183
"ENSMUSG00000000751",513.014670594871,542.159941947318,479.900438223346,562.104685153748,529.153468631555,575.627668295828,518.618499874127,573.703104888146,358.455089566581,479.997218104624,494.263385496923
"ENSMUSG00000000759",259.382978069828,188.371885184684,244.624574029433,74.6426275678419,150.782822762331,177.737666000115,146.857989446557,212.170574170916,55.1469368563971,51.6126040972715,158.02505423634
"ENSMUSG00000000776",570.527526042726,599.549225964157,705.827592581739,722.053172799124,663.915616475388,466.561373250302,704.079160832351,451.915663396537,675.549976490864,887.736790473069,813.098076423107
"ENSMUSG00000000782",36.2330989321489,39.8349147881591,27.2670703535992,12.1865514396477,16.9630675607622,36.8603682329784,15.5249874557789,50.5532776002906,13.7867342140993,0,26.453533308286
"ENSMUSG00000000787",3156.88063553279,2704.04802926402,3039.10975569687,3173.07333109826,3109.89571947308,2701.91548513243,2946.3908625535,2713.79185663378,3556.97742723761,3107.07876665574,3303.21093546887
"ENSMUSG00000000791",3.45077132687133,9.45235266159707,7.01153237663979,3.80829732488989,3.29837424792599,5.04936551136691,3.35675404449273,5.36171126063688,27.5734684281985,0,22.9728052414063
"ENSMUSG00000000792",7.47667120822121,5.40134437805547,7.01153237663979,6.85493518480181,3.76957056905827,11.1086041250072,3.77634830005433,6.12767001215643,13.7867342140993,10.3225208194543,13.922912267519
"ENSMUSG00000000804",81.6682547359548,79.6698295763182,88.8127434374374,70.834330242952,56.0723622147418,70.6911171591367,70.911429189909,65.8724526306816,124.080607926893,113.547729013997,106.51027884652
"ENSMUSG00000000811",239.828607217557,197.824237846282,237.613041652793,220.119585378636,203.085614408014,147.441472931914,227.420086514383,226.723790449788,358.455089566581,340.643187041992,261.750750629356
"ENSMUSG00000000823",109.274425350925,114.778568033679,95.0452166611172,170.611720155067,117.799080283071,152.490838443281,185.880255213785,136.340657770481,510.109165921673,196.127895569632,203.274519105777
"ENSMUSG00000000826",453.77642948358,452.362591662146,498.597857894385,715.9598970793,627.16230342707,494.33288356282,621.838686742279,477.958260948202,827.204052845956,1027.0908215357,962.769383298936
"ENSMUSG00000000827",311.719676527377,284.245747895169,358.36721036159,343.508418705068,347.271688674493,325.684075483166,260.98762695931,336.255891917084,413.602026422978,211.611676798813,252.700857655469
"ENSMUSG00000000838",232.351936009336,252.512849674093,243.845514876473,239.161072003085,258.686780301624,298.922438272921,206.859967991865,304.085624353263,96.5071394986949,180.64411434045,187.26316999813
"ENSMUSG00000000876",90.8703116076117,99.9248709940262,94.2661575081572,111.202281886785,107.903957539293,99.9774371250648,129.654624968532,99.574637697542,193.01427899739,129.031510243179,211.628266466288
"ENSMUSG00000000881",78.792611963562,80.3449976235751,63.1037913897582,87.5908384724675,93.7680679053246,85.8392136932375,148.116772213242,127.915111503766,41.3602026422978,108.38646860427,155.936617396212
"ENSMUSG00000000884",44.2848986948487,39.8349147881591,51.4179040953585,67.0260329180621,49.0044173977576,43.9294799488921,49.5121221562678,45.9575250911732,13.7867342140993,56.7738645069986,40.376445575805
"ENSMUSG00000000901",44.8600272493273,31.7328982210759,46.7435491775986,36.559654318943,56.0723622147418,63.1170688920864,49.9317164118294,73.5320401458772,55.1469368563971,15.4837812291814,38.2880087356771
"ENSMUSG00000000902",624.589610163711,627.906283948948,604.549902696942,696.91841045485,636.586229849716,638.744737187914,619.32112120891,579.064816148783,275.734684281985,510.964780562987,563.181801221142
"ENSMUSG00000000915",33.3574561597562,26.3315538430204,19.4764788239994,44.1762489687228,23.0886197354819,23.7320179034245,40.2810485339128,31.4043088123017,179.227544783291,92.9026873750886,95.3719490325049
"ENSMUSG00000000916",165.637023689824,165.416171577949,174.509250263035,138.622022625992,146.070859551008,152.995774994417,158.606628602282,123.319358994648,124.080607926893,134.192770652906,100.244968326136
"ENSMUSG00000000934",12.0776996440497,10.8026887561109,27.2670703535992,10.6632325096917,8.48153378038112,18.1777158409209,15.9445817113405,11.4893812727933,0,25.8063020486357,23.6689508547822
"ENSMUSG00000000948",5.17615699030699,6.0765124253124,3.11623661183991,6.09327571982383,9.89512274377797,6.56417516477698,5.45472532230069,3.06383500607822,0,0,2.78458245350379
"ENSMUSG00000000957",109.849553905404,110.05239170288,112.184518026237,53.3161625484585,79.632178271356,86.3441502443741,81.8208798345104,117.957647734011,41.3602026422978,87.7414269653615,123.217773567543
"ENSMUSG00000000958",204.170636839887,157.989323058122,144.905002450556,102.824027772027,116.385491319674,149.966155687597,176.229587335869,196.851399140525,151.654076355092,232.256718437722,212.324412079664
"ENSMUSG00000000959",353.704061004311,259.264530146663,331.10014000799,283.337320971808,401.459265604706,344.366727875223,284.484905270759,295.660078086548,27.5734684281985,180.64411434045,197.009208585393
"ENSMUSG00000000976",193.818322859273,196.473901751768,202.555379769594,210.9796717989,205.912792334808,150.471092238734,216.09104161422,180.000306607095,248.161215853787,185.805374750177,183.78244193125
"ENSMUSG00000001014",11.5025710895711,9.45235266159707,8.56965068255975,7.61659464977979,12.7223006705717,7.06911171591367,8.81147936679343,5.36171126063688,0,15.4837812291814,17.4036403343987
"ENSMUSG00000001016",503.237485168735,642.084812941344,579.620009802223,414.34274894802,480.62024755493,609.963353773123,547.150909252316,513.958322269621,744.48364756136,552.254863840805,371.04561192938
"ENSMUSG00000001017",1040.40755505171,1076.89303537481,937.208161010853,746.426275678419,932.49751952079,1034.61499327908,800.166245355956,1016.42726326645,661.763242276765,593.544947118622,811.009639582979
"ENSMUSG00000001018",93.7459543800044,111.402727797394,88.8127434374374,74.6426275678419,79.1609819502237,120.679835721669,76.3661545122097,107.234225212738,55.1469368563971,67.0963853264529,101.637259552888
"ENSMUSG00000001025",920.780815720166,1053.26215372082,845.279180961575,607.042593587449,801.976138567148,1025.52613535862,357.494305738476,451.149704645017,1378.67342140993,1150.96107136915,1409.69486708629
"ENSMUSG00000001034",336.450204369955,328.806839014127,260.205757088632,249.062645047799,315.230338837498,314.070534807022,231.196434814437,271.149398037922,96.5071394986949,175.482853930723,191.440043678386
"ENSMUSG00000001036",219.123979256329,257.239026004892,214.241267063994,191.176525709473,218.163896684248,228.231321113784,273.155860370596,272.681315540961,372.24182378068,314.836884993356,274.281371670123
"ENSMUSG00000001039",112.725196677797,146.511466254755,121.533227861756,190.414866244495,146.54205587214,139.362488113727,139.72488710201,121.02148274009,151.654076355092,129.031510243179,78.6644543114821
"ENSMUSG00000001052",105.823654024054,85.7463420016306,86.4755659785575,41.8912705737888,114.029509714013,123.709455028489,63.3587325898004,134.808740267441,13.7867342140993,20.6450416389086,71.7029981777226
"ENSMUSG00000001053",209.921922384672,200.524910035309,210.345971299194,190.414866244495,224.289448858967,245.904100403568,153.991091791104,205.27694540724,55.1469368563971,41.2900832778172,116.256317433783
"ENSMUSG00000001054",144.932395728596,156.638986963609,144.125943297596,147.761936205728,137.118129449495,138.85755156259,110.77288346826,157.787502813028,82.7204052845956,108.38646860427,126.002356021047
"ENSMUSG00000001056",979.443928276979,913.502367938631,902.150499127654,1473.04940526741,901.39856232606,901.81668033013,813.173667278365,743.745947725487,1695.76830833421,996.123259077339,435.091008359967
"ENSMUSG00000001062",47.1605414672415,39.8349147881591,42.8482534127987,26.6580812742293,32.5125461581276,32.3159392727482,57.0648187563765,50.5532776002906,13.7867342140993,10.3225208194543,54.9955034566999
"ENSMUSG00000001065",36.8082274866275,43.2107550244438,46.7435491775986,23.6114434143173,23.0886197354819,29.2863199659281,20.1405242669564,36.7660200729386,0,30.9675624583629,43.1610280293088
"ENSMUSG00000001082",345.077132687133,316.653814163502,347.46038222015,153.093552460574,279.890614752577,426.166449159367,193.432951813894,242.042965480179,27.5734684281985,72.25764573618,145.494433195573
"ENSMUSG00000001089",623.439353054753,594.823049633359,598.317429473263,696.156750989873,667.685187044447,590.270828278792,595.404248641899,638.809598767308,482.535697493474,712.253936542346,632.100216945361
"ENSMUSG00000001098",74.7667120822121,89.1221822379152,78.6849744489577,63.9793950581502,62.1979143894615,69.6812440568633,71.3310234454706,72.7660813943576,165.440810569191,113.547729013997,126.002356021047
"ENSMUSG00000001100",207.04627961228,207.951758555136,182.299841792635,282.57566150683,222.87585989557,184.806777716029,205.181590969618,228.255707952827,330.881621138382,118.708989423724,123.217773567543
"ENSMUSG00000001105",873.620274252925,692.047248438357,804.768105007656,691.586794200005,894.801813830208,753.870270847079,777.088561300068,884.682358005085,372.24182378068,779.350321868799,1250.97366723658
"ENSMUSG00000001120",16.1035995253995,20.255041417708,14.8021239062396,17.5181676944935,24.0310123777465,21.7122716988777,41.5398313005976,15.3191750303911,41.3602026422978,67.0963853264529,38.2880087356771
"ENSMUSG00000001127",188.642165868966,165.416171577949,172.172072804155,150.80857406564,168.217086644225,173.698173591022,170.774862013568,157.021544061509,317.094886924283,268.385541305812,229.728052414063
"ENSMUSG00000001128",13.8030853074853,22.2805455594788,21.0345971299194,12.9482109046256,15.0782822762331,17.6727792897842,14.6857989446557,11.4893812727933,0,0,16.0113491076468
"ENSMUSG00000001131",226.600650464551,209.302094649649,202.555379769594,351.125013354848,343.502118105435,324.674202380892,186.719443724908,181.532224110134,206.801013211489,304.514364173902,288.204283937642
"ENSMUSG00000001134",216.248336483937,239.684656776211,221.252799440634,178.989974269825,165.389908717432,190.361079778532,179.1667471248,156.255585309989,248.161215853787,314.836884993356,169.859529663731
"ENSMUSG00000001138",169.087795016695,147.861802349268,156.590889744955,273.435747927094,230.415001033687,159.055013608058,246.721422270216,170.808801588861,220.587747425588,252.90176007663,134.356103381558
"ENSMUSG00000001143",85.6941546173047,61.440292300381,73.2315603782379,66.2643734530841,70.6794481698426,65.6417516477698,78.8837200455793,74.2979988973967,165.440810569191,185.805374750177,125.306210407671
"ENSMUSG00000001150",582.030097132297,638.708972705059,571.829418272623,783.74758946234,585.225830846297,608.448544119713,495.960410073802,435.064570863107,303.308152710184,443.868395236534,406.549038211554
"ENSMUSG00000001151",798.853562170713,907.425855513319,935.650042704933,696.156750989873,754.856506453919,568.558556579914,735.129135743909,602.809537445889,565.25610277807,639.996290806166,616.088867837714
"ENSMUSG00000001156",26.4559135060135,19.5798733704511,14.8021239062396,18.2798271594715,24.5022086988788,18.6826523920576,22.2384955447644,19.9149275395084,0,30.9675624583629,61.9569595904594
"ENSMUSG00000001157",469.304900454501,386.871291078223,387.192399021109,266.580812742293,477.321873307004,423.136829852547,331.479461893658,462.639085917811,165.440810569191,175.482853930723,323.01156460644
"ENSMUSG00000001158",1168.08609414594,1093.77223655623,1170.92590689885,1456.2928970379,1365.05574232023,1011.38791192679,1703.55267758006,1135.15086975198,1420.03362405222,1935.47265364768,1644.99208440736
"ENSMUSG00000001173",73.0413264187764,74.2684851982627,60.7666139308782,37.321313783921,55.1299695724773,79.2750385284605,55.8060359896917,115.659771479453,27.5734684281985,25.8063020486357,75.8798718579783
"ENSMUSG00000001175",4646.46359163224,3954.45925278386,4461.67176900179,4499.8841190899,5003.63373410373,4031.41342427534,4818.62043086932,4411.92240875263,2619.47950067886,3834.81648442727,4905.7381374603
"ENSMUSG00000001211",41.9843844769345,39.1597467409022,31.1623661183991,61.6944166632163,93.7680679053246,76.2454192216403,84.7580396234415,65.8724526306816,55.1469368563971,51.6126040972715,55.6916490700758
"ENSMUSG00000001228",1160.60942293772,1147.78568033679,1202.8673321702,984.825688216526,1334.42798144663,1164.38368692121,1175.70310408358,955.150563144884,992.644863415147,562.577384660259,683.614992335181
"ENSMUSG00000001229",101.222625588226,92.4980224741999,103.614867343677,115.010579211675,76.8050003445623,101.997183329612,80.5620970678256,107.234225212738,68.9336710704963,87.7414269653615,84.9297648318656
"ENSMUSG00000001247",255.357078188478,183.645708853886,197.881024851834,227.736180028416,246.435675952185,236.815242483108,306.723400815524,302.553706850224,234.374481639688,536.771082611623,638.365527465744
"ENSMUSG00000001248",36.2330989321489,29.0322260320481,45.9644900246387,41.1296111088108,46.6484357920961,33.8307489261583,63.3587325898004,50.5532776002906,41.3602026422978,51.6126040972715,59.1723771369556
"ENSMUSG00000001270",265.709392169092,268.041714761003,280.461295065592,148.523595670706,109.31754650269,122.699581926216,113.710043257191,100.340596449062,1102.93873712794,541.93234302135,625.138760811601
"ENSMUSG00000001280",1158.88403727429,1042.45946496471,1107.04305635613,891.903233489213,1031.9199432797,1086.62345804616,890.798604557259,1120.59765347311,992.644863415147,805.156623917435,866.005143039679
"ENSMUSG00000001281",43.1346415858916,56.0389479223255,43.6273125657587,24.3731028792953,21.6750307720851,30.8011296193381,28.9520036337498,19.9149275395084,13.7867342140993,36.12882286809,8.35374736051137
"ENSMUSG00000001285",220.849364919765,250.487345532322,233.717745887993,278.005704716962,224.289448858967,197.935128045583,250.078176314709,165.447090328224,496.322431707574,283.869322534993,217.197431373296
"ENSMUSG00000001288",656.796809214509,887.845982142868,720.629716487979,649.695523626216,438.683774974157,490.798327704864,498.058381351609,344.681438183799,551.469368563971,325.15940581281,123.913919180919
"ENSMUSG00000001289",552.698540853891,579.294184546449,516.516218412465,616.182507167185,522.556720135703,658.942199233382,570.228593308203,514.72428102114,758.27038177546,758.70528022989,612.608139770834
"ENSMUSG00000001300",8.62692831717832,22.9557136067357,8.56965068255975,9.90157304471372,8.01033745924883,16.6629061875108,5.45472532230069,5.36171126063688,27.5734684281985,0,3.48072806687974
"ENSMUSG00000001305",351.403546786397,507.051203489957,331.10014000799,387.684667673791,296.853682313339,353.455585795684,369.662539149762,284.936655565274,565.25610277807,423.223353597626,305.607924272041
"ENSMUSG00000001313",157.010095372645,191.747725420969,169.834895345275,181.274952664759,139.002914734024,124.214391579626,261.826815470433,163.149214073665,606.616305420368,423.223353597626,365.476447022373
"ENSMUSG00000001366",83.3936403993904,76.2939893400335,87.2546251315174,76.1659464977979,78.6897856290915,101.997183329612,106.157346657083,114.893812727933,110.293873712794,77.4189061459072,106.51027884652
"ENSMUSG00000001376",268.009906387007,252.512849674093,216.578444522874,67.7876923830401,106.019172254764,243.884354199022,73.8485889788402,223.65995544371,27.5734684281985,82.5801665556343,65.4376876573391
