"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000001999",83.9916799672696,0.98220610422084,0.249036420621093,4.1820354643486e-06,0.000537312650839279
"ENSMUSG00000017485",298.191588303827,1.50425847590736,0.393195535867972,4.33070991976791e-06,0.000551214377545039
"ENSMUSG00000036959",76.7689423086545,1.10756019367047,0.284402877114643,4.60249041071647e-06,0.000580382563921737
"ENSMUSG00000026827",761.488522232682,0.743336719236207,0.189271311259072,5.40259370163355e-06,0.000675026822225204
"ENSMUSG00000029814",748.149897717715,0.779040098732839,0.200115441547461,5.93235613583173e-06,0.000734479620126294
"ENSMUSG00000036667",36.1176360522338,2.03440181992228,0.543668056395534,6.47494946691533e-06,0.000794435466575855
"ENSMUSG00000051853",374.803501321351,0.642045217406055,0.164214164464757,7.07509073491366e-06,0.000857479414350956
"ENSMUSG00000036139",11.7286176122279,5.19133644154341,1.35700362481082,7.11470547188913e-06,0.000857479414350956
"ENSMUSG00000035936",67.3525885441888,1.02543050390005,0.269538220729594,7.31828956411523e-06,0.000874278820821801
"ENSMUSG00000032376",77.2090070025679,1.17620380139392,0.312802577583334,7.4146771477336e-06,0.000878091200652034
"ENSMUSG00000028527",210.42194155965,1.57907972885122,0.432585055010975,8.21768141437382e-06,0.000964798303296181
"ENSMUSG00000024044",38.806161070347,1.5847846123041,0.427924732917177,8.7238068316304e-06,0.00101546602769209
"ENSMUSG00000037032",61.6618242250593,1.17956956051083,0.318188372609298,8.91582237190901e-06,0.00102548157992165
"ENSMUSG00000019528",33.5821619043228,1.98002741163206,0.531098495427721,8.96044555478939e-06,0.00102548157992165
"ENSMUSG00000002881",108.910883453251,1.40729055231474,0.383272077667411,9.08396039275899e-06,0.00103095380490821
"ENSMUSG00000026620",15.9563460490746,2.13411428901762,0.584913373254339,1.0700791479459e-05,0.00120441387734506
"ENSMUSG00000076431",235.145659979086,-0.981642246464494,0.262298472934193,1.1580242408653e-05,0.0012927157488807
"ENSMUSG00000113955",51.1105213740141,1.22975337020531,0.341280549838622,1.28596817097022e-05,0.00141238713874544
"ENSMUSG00000027797",15.7183336168682,2.9767539618335,0.766825223060348,1.27750804213756e-05,0.00141238713874544
"ENSMUSG00000058252",17.7247594715269,2.70942872592822,0.707520165642514,1.40118158215935e-05,0.00152661535739426
"ENSMUSG00000029205",132.495882250408,-0.998285253151609,0.272083241283587,1.50361759203474e-05,0.00162521968142231
"ENSMUSG00000046157",15.87035043273,5.05124416797983,1.4029884266176,1.66060947046573e-05,0.00178077483293487
"ENSMUSG00000004044",1124.40025346854,1.30214924303846,0.374380840862137,1.72442490795115e-05,0.00183476115792084
"ENSMUSG00000028277",80.7106988474274,0.895180409723514,0.251390848479024,1.93657859883263e-05,0.00204451658430245
"ENSMUSG00000058833",177.817977756788,-1.70218218720722,0.479403959754314,2.1002127695356e-05,0.00220021520833118
"ENSMUSG00000017969",70.407203472383,-1.1280169989025,0.319769895698677,2.2798897684194e-05,0.0023418330392641
"ENSMUSG00000026181",93.0292282980577,0.840838719822683,0.238145776587109,2.28697991205026e-05,0.0023418330392641
"ENSMUSG00000044393",227.785332813503,1.09758713199809,0.31823872672574,2.25757007039616e-05,0.0023418330392641
"ENSMUSG00000039542",617.660864390898,-0.683642951695879,0.188834103038396,2.39720151331158e-05,0.00241833240072522
"ENSMUSG00000018378",15.5659768526296,2.31943150903788,0.652816140055232,2.39090491112794e-05,0.00241833240072522
"ENSMUSG00000058056",218.964059417279,-0.756753982785053,0.211845840625497,2.59352687718764e-05,0.00259715018679547
"ENSMUSG00000025757",156.329983399498,1.17200722436555,0.344799981612347,2.66943806913994e-05,0.00265365526011802
"ENSMUSG00000026721",20.4354949331202,1.55249682577193,0.452230369312325,2.69027356886726e-05,0.00265498809669589
"ENSMUSG00000022964",53.3039790668974,1.10337176127279,0.322653042044545,2.74535112981732e-05,0.00268985158539439
"ENSMUSG00000074736",10.9032543460399,2.34935196648452,0.700878853987715,2.94375180637648e-05,0.00286363970364581
"ENSMUSG00000030022",18.7312353243209,1.55469376287483,0.456607626223098,3.06839457122234e-05,0.00296372096918277
"ENSMUSG00000013236",125.853036161549,0.662796735944468,0.187651609660437,3.09479189138981e-05,0.00296816695555196
"ENSMUSG00000030844",32.887697497105,2.05720693780046,0.622494236083326,3.21662243161455e-05,0.00306343922350759
"ENSMUSG00000019558",95.826054522619,0.750175072815285,0.216528801601479,3.34560026791518e-05,0.00310195058805346
"ENSMUSG00000028885",118.689861720973,-0.862458232594115,0.248776964309908,3.34766765719358e-05,0.00310195058805346
"ENSMUSG00000031548",103.445547062144,-0.821302808102064,0.235866400126388,3.33724921833356e-05,0.00310195058805346
"ENSMUSG00000040950",16.7744864104024,1.74984726369192,0.526266997107562,3.34816606537821e-05,0.00310195058805346
"ENSMUSG00000001211",59.7360075822077,0.906257331499444,0.266325027146781,3.54949476572495e-05,0.0032646036842002
"ENSMUSG00000020978",384.107187137922,0.826419951189442,0.243672214363349,3.57167155404824e-05,0.0032646036842002
"ENSMUSG00000067336",60.551958253552,0.921661514394489,0.271501986939673,3.5976480438737e-05,0.00326642458063439
"ENSMUSG00000031644",326.900417395196,-0.815497405082525,0.236129848470659,3.82926936345144e-05,0.00345369665303611
"ENSMUSG00000005873",179.917647938186,1.10972290327724,0.335957845686703,3.8586488021692e-05,0.00345729855504884
"ENSMUSG00000033352",172.608168039107,0.619566995507782,0.17771465238745,3.93273642007902e-05,0.0035006494970625
"ENSMUSG00000104445",21.7930725125652,1.61063109367838,0.4907457051593,4.02490380766569e-05,0.00355942629588306
"ENSMUSG00000020415",684.181103692434,-0.641931884798118,0.186033524529468,4.79398909565742e-05,0.00418521394190759
"ENSMUSG00000047501",91.4538764509954,0.805972013383055,0.241661029865208,4.78611345306009e-05,0.00418521394190759
"ENSMUSG00000020661",390.653720770346,1.05543940529737,0.327145258131579,4.90836356818652e-05,0.00425777091943517
"ENSMUSG00000067235",16.2131618648181,2.80538871423728,0.841775380285448,4.98362016707075e-05,0.00429569133261624
"ENSMUSG00000030020",19.1149233761165,1.45433738630276,0.451511048798805,5.07471973815472e-05,0.00434670491282573
"ENSMUSG00000036223",361.603308322385,-0.696537804464462,0.205845612630725,5.62433741850217e-05,0.00478736570641131
"ENSMUSG00000030671",22.3796221423019,1.31592649325543,0.409084264086243,5.75868143663296e-05,0.00487127220406859
"ENSMUSG00000047986",89.5346396189305,-0.867796337238883,0.262441578357513,5.82157773067429e-05,0.00487479082378768
"ENSMUSG00000088990",56.8445136072231,-1.52156035354068,0.467266961762227,5.83442913780301e-05,0.00487479082378768
"ENSMUSG00000022055",445.503288368073,1.74084008484479,0.57232823491625,6.00116635640331e-05,0.00498352954925955
"ENSMUSG00000003410",14.3058421025203,-1.51473612823198,0.472935153001792,6.35947885496251e-05,0.00524907530458996
"ENSMUSG00000081254",9.44178005899426,0.0630626086001599,0.210045523430494,6.40002325138321e-05,0.00525071787111975
"ENSMUSG00000048612",101.066565735798,1.07226809739892,0.339876526254572,6.46206560980774e-05,0.00526987254730369
"ENSMUSG00000027523",380.495491002217,0.785179050381848,0.243993388194851,6.94793084573192e-05,0.00558028916182262
"ENSMUSG00000042208",92.1748846568689,0.826789578705306,0.257068155659324,6.89642927266337e-05,0.00558028916182262
"ENSMUSG00000054648",141.976367427552,-0.643838108176164,0.192194012764963,6.96563005734522e-05,0.00558028916182262
"ENSMUSG00000023927",25.4645511419203,1.40968879723918,0.448254734486454,7.20105921351153e-05,0.00573515938180196
"ENSMUSG00000009670",44.1100278491284,0.907899640226829,0.284789281241208,7.44268560660359e-05,0.0058931357718799
"ENSMUSG00000067924",49.2941822407093,1.10223624621912,0.355379457652652,7.70669762096419e-05,0.00606690837571741
"ENSMUSG00000078901",7.3770481463215,0.0620783689211002,0.209541281689213,7.78177878488905e-05,0.00609080719950598
"ENSMUSG00000000202",22.0911116270067,4.88261667711993,2.28157910793081,7.96982707575757e-05,0.00620234713969956
"ENSMUSG00000032590",184.890296198911,0.790644341158555,0.249001604078868,8.13003737776394e-05,0.00629107835498677
"ENSMUSG00000043687",24.6733935621716,-1.50609987439622,0.478594669821278,8.25549497288685e-05,0.00635206700766926
"ENSMUSG00000031762",15205.7648371144,-0.842569264925958,0.263696007248898,8.41437237394749e-05,0.00636640763115505
"ENSMUSG00000079509",104.299785202714,0.768815648438113,0.241930747672897,8.36820523494222e-05,0.00636640763115505
"ENSMUSG00000095440",10.722022857967,0.172009020454783,0.332904614040552,8.35604159785357e-05,0.00636640763115505
"ENSMUSG00000005973",269.933372803025,0.675563340990405,0.210090788084976,8.66386440413489e-05,0.00651895963093443
"ENSMUSG00000018574",117.131661008147,0.86657319297107,0.276732111637026,8.78133897440861e-05,0.00653513964439732
"ENSMUSG00000021097",72.157740162413,0.971997962365394,0.313318718856198,8.76831779741251e-05,0.00653513964439732
"ENSMUSG00000020098",13.4039393750199,2.01962205430485,0.651778136289089,8.90576519909364e-05,0.00659171827426393
"ENSMUSG00000024381",42.9676898309839,1.15891286573745,0.379423329170959,9.2762137712073e-05,0.00682879758649039
"ENSMUSG00000003500",480.990486383529,0.643628680448212,0.200797696447256,9.41636935722637e-05,0.00689470614387451
"ENSMUSG00000017009",163.035782358791,0.944521997828294,0.308985729934826,9.6850227769049e-05,0.00704146478399198
"ENSMUSG00000033799",53.4965684546953,-1.05035146123471,0.336693595359582,9.72020984940519e-05,0.00704146478399198
"ENSMUSG00000047181",11.9629237802278,4.29742184795724,1.37844263294157,9.79472608110693e-05,0.00705790341262409
"ENSMUSG00000025812",750.045341728501,0.574315728418916,0.177549874846243,0.000100530146656137,0.00720589509110488
"ENSMUSG00000097195",340.573373487216,-0.553673545473915,0.16795756788256,0.000103443022144023,0.00737586658942123
"ENSMUSG00000020654",20.3261250136792,1.33880962396989,0.446353299316968,0.000105092410156044,0.00741582141924953
"ENSMUSG00000052727",1074.84069920839,-0.542698678441452,0.164970264428836,0.000104916222765986,0.00741582141924953
"ENSMUSG00000028917",52.9032516079853,0.932110600849363,0.30342224771808,0.000105725106422432,0.00742201146580982
"ENSMUSG00000004665",115.850797391026,-1.25681922250061,0.407986045637927,0.000107139810031739,0.00748275421960128
"ENSMUSG00000030170",38.8240959351388,1.32455837312306,0.453724502360048,0.000111823605009676,0.00777002896238149
"ENSMUSG00000062170",221.788335788699,0.617490174469759,0.194382174223799,0.000113262077339131,0.00783003163087121
"ENSMUSG00000028218",71.4858787682528,1.01687794247908,0.340286095824023,0.000114204132423595,0.0078552832296815
"ENSMUSG00000002668",31.6049753231017,1.32064995786548,0.445707312315848,0.000116246728314276,0.00795559895935739
"ENSMUSG00000025035",344.606149232292,0.578018824635996,0.181270625044346,0.000117695690495438,0.00797461496943963
"ENSMUSG00000027712",58.1328520012259,1.03572361611399,0.343727414407227,0.000117185110395487,0.00797461496943963
"ENSMUSG00000027692",46.2436528012196,1.31990528402388,0.445080860012443,0.000123431801191071,0.00832186980406534
"ENSMUSG00000003355",187.881831198781,-0.75642118877222,0.242243608534449,0.000124982700779293,0.00838492316213398
"ENSMUSG00000039209",26.3161128022098,1.51164271918807,0.526380686634396,0.000126287132335003,0.00843090419250198
"ENSMUSG00000033577",174.121971379876,1.1740440544066,0.405204178929209,0.00012837530454736,0.00844610276633092
"ENSMUSG00000024598",15.1251102563131,2.14134699393328,0.723831190605147,0.00012806016386507,0.00844610276633092
"ENSMUSG00000052889",25.1010212532566,3.20323317055743,0.963798321270384,0.00012736937333953,0.00844610276633092
"ENSMUSG00000029705",181.501659011347,0.698803734072091,0.227601212970815,0.000129988484724044,0.0085111210262344
"ENSMUSG00000018042",918.781411448262,0.57698202093857,0.183723692678,0.000136161891186609,0.00887267366540873
"ENSMUSG00000027966",36.9583243418376,1.39583201148937,0.477805620062186,0.000136997043366046,0.00888458444572466
"ENSMUSG00000028458",69.7445268820683,1.15827209287656,0.401584328666917,0.000139372289980424,0.00897791670956006
"ENSMUSG00000059263",196.612625506158,0.786724889810642,0.262299370003398,0.000139754632676902,0.00897791670956006
"ENSMUSG00000078566",111.865029808528,1.05485762795353,0.364711467388553,0.000143733510349274,0.00919017219458571
"ENSMUSG00000002844",321.15423312188,0.560582894193577,0.178353873253029,0.000144674535169701,0.00920711446016895
"ENSMUSG00000001911",9.47295205164676,2.25869134641149,0.784589416180524,0.000151654994464998,0.0096064621842735
"ENSMUSG00000032186",56.4935554674152,1.00416019431262,0.34646437634723,0.000156546776264948,0.00982493339148536
"ENSMUSG00000044676",37.9504685828563,0.967843732073504,0.327312907950932,0.000155939469519874,0.00982493339148536
"ENSMUSG00000032322",18.3359416865269,1.68035928222664,0.586654098222036,0.000160097545653411,0.0100016902488706
"ENSMUSG00000085241",923.7676381585,-0.506098210624464,0.158761667895412,0.000165719013950258,0.0103056038857925
"ENSMUSG00000039842",386.885871168975,-0.555638968499224,0.176924816983463,0.00016964377669692,0.0105017208856152
"ENSMUSG00000004285",2467.40604363975,0.671696672199991,0.224309784277696,0.000170574189550941,0.0105115379524627
"ENSMUSG00000019806",47.9334101891794,1.02748471939705,0.356782852560337,0.000172697799631093,0.0105944654647561
"ENSMUSG00000046432",1214.92682484525,0.488501099124008,0.155415812907978,0.000176081886943065,0.0107326502831495
"ENSMUSG00000035413",23.7672103803128,1.79008079175154,0.634794581702823,0.000176526445658675,0.0107326502831495
"ENSMUSG00000001576",397.957222380731,0.606042926069041,0.200886247297853,0.000179624849346076,0.0108696434988837
"ENSMUSG00000022438",223.947794435042,-1.12377558268074,0.382281190542949,0.000180375903572048,0.0108696434988837
"ENSMUSG00000033684",118.332679269437,0.787316122526093,0.268982630588764,0.000182402087783127,0.0109433217335612
"ENSMUSG00000005716",5.15961213610592,0.0952576479757794,0.230414462169386,0.000183495347745022,0.010960627811138
"ENSMUSG00000043183",19.4286926632784,1.15976289525162,0.405042672134059,0.000187419416493032,0.0111136459802385
"ENSMUSG00000049044",4.73187894727274,4.30967959319913,1.52753528842308,0.000187689153054913,0.0111136459802385
"ENSMUSG00000011256",215.582999438762,-0.745022366614557,0.24993384598181,0.000194537091027275,0.0114692668515171
"ENSMUSG00000037235",62.9433293327736,0.868843721633982,0.301639665874319,0.000197997759337395,0.0116229805362758
"ENSMUSG00000096883",31.5896658308226,-1.01624336160125,0.352168658651833,0.000198991911408564,0.0116312053282113
"ENSMUSG00000020728",24.5505361790869,1.27290565540909,0.460678913560606,0.000206312339408994,0.011905731175268
"ENSMUSG00000023904",330.147782687415,0.715999678532435,0.24571425573266,0.000206473324847844,0.011905731175268
"ENSMUSG00000031360",29.1922418578461,1.30756208824053,0.479529533089405,0.000207863078956478,0.011905731175268
"ENSMUSG00000033739",57.7265345704641,0.897542804012204,0.314581200743989,0.000208419348886404,0.011905731175268
"ENSMUSG00000041309",260.014571238784,1.32050896027654,0.492371867703047,0.000208933824134596,0.011905731175268
"ENSMUSG00000067847",867.43646857493,0.489379756811596,0.158025656231493,0.000207109957703703,0.011905731175268
"ENSMUSG00000021062",22.2331973776979,1.65323299618513,0.612890806591278,0.000209847327139223,0.0119079614512878
"ENSMUSG00000025466",61.6677356224689,0.73430630153799,0.253364709869803,0.000222494927172351,0.0124697877084784
"ENSMUSG00000030339",59.9594614572581,1.43984249284332,0.535427101817899,0.000220898861850021,0.0124697877084784
"ENSMUSG00000067561",20.6134423587571,1.77658308723607,0.64849948338765,0.000221836344468496,0.0124697877084784
"ENSMUSG00000026833",34.2550314841328,1.37306832431417,0.501739626889481,0.000226146001484543,0.0126224688287622
"ENSMUSG00000021476",40.2596750751041,1.08222561883289,0.391352945087384,0.00023306244436718,0.0129554180809658
