"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000024892",87.7533159467353,1.48053229993289,0.436979134263468,7.12737195594848e-05,0.000808223802398521
"ENSMUSG00000101892",494.091898894068,-1.02434714612976,0.2751652920091,7.13470399557524e-05,0.000808382144057731
"ENSMUSG00000058355",780.885659127537,-1.43012804244644,0.407798739099232,7.19542844675439e-05,0.000814584705040299
"ENSMUSG00000024883",14.8397423164939,2.2072008925042,0.660884845985699,7.23505602920197e-05,0.000818390598519117
"ENSMUSG00000052446",125.449239593651,-2.55822475546494,0.756763364060368,7.26456543604463e-05,0.000821046611398272
"ENSMUSG00000042590",130.273679736105,-1.25579516887581,0.352686420309176,7.27972017611567e-05,0.000822077189705799
"ENSMUSG00000040084",308.217665440685,-1.42274979600299,0.400806622058326,7.40445355904237e-05,0.000835470199010754
"ENSMUSG00000039166",176.466800039012,0.914369951751021,0.246913227907342,7.45888844633256e-05,0.000840915577405655
"ENSMUSG00000026930",10.9184754967006,2.35404414798484,0.702143891890616,7.47273298804436e-05,0.000841779574558943
"ENSMUSG00000056091",112.535206765492,1.14876776875744,0.316074517810976,7.48762220321354e-05,0.000842759725500539
"ENSMUSG00000096014",22.3376793702664,-2.88066726204656,0.845490370539785,7.50950749835054e-05,0.000844525042279406
"ENSMUSG00000039841",170.646885153553,1.44510529968419,0.418139719173766,7.55148782154822e-05,0.000848545483842122
"ENSMUSG00000001082",231.740310008848,-1.63806802454851,0.460639863613583,7.56197079053962e-05,0.000848760350620789
"ENSMUSG00000021116",802.750230462363,-1.5839385027674,0.454208337368026,7.56586434873073e-05,0.000848760350620789
"ENSMUSG00000049047",11.869139746936,2.57506399459826,0.754326828099684,7.63150046518463e-05,0.000855418969838267
"ENSMUSG00000115338",365.68208251942,-1.34485648405222,0.376375775345689,7.72618096566937e-05,0.000865319560620487
"ENSMUSG00000030095",164.856279522694,-2.18141466168307,0.650749097560712,7.77030654463756e-05,0.000868842996644976
"ENSMUSG00000031262",38.2541113793801,-1.94511946358286,0.560066595396891,7.77039995530935e-05,0.000868842996644976
"ENSMUSG00000044221",901.60259108014,-0.985765634557981,0.269929752791239,7.77857359274533e-05,0.000869043427068078
"ENSMUSG00000020743",262.947175088344,-1.61556150860836,0.456944649741934,7.81024374191568e-05,0.000871866471484833
"ENSMUSG00000025813",52.6213035362159,1.50297438644936,0.420738779215247,7.8325018378598e-05,0.00087363507395424
"ENSMUSG00000025511",156.800040132477,1.23679175848032,0.354673025505666,7.91987551892106e-05,0.000882657812538346
"ENSMUSG00000034667",618.349867766501,-1.69289860989238,0.489800662305136,7.94782933322031e-05,0.000885048959028024
"ENSMUSG00000023935",37.3602586825518,-1.86044898536874,0.542599560326604,7.99278087577143e-05,0.000889327473424274
"ENSMUSG00000027469",1046.49953293801,-0.573910608998281,0.150138079823723,8.03215301478985e-05,0.000892978709456514
"ENSMUSG00000008763",487.307229898022,0.901396444713786,0.243079067491606,8.04653092597391e-05,0.000893119027553697
"ENSMUSG00000030713",3.62771448447717,6.41555443908011,2.82234692924185,8.04550748248052e-05,0.000893119027553697
"ENSMUSG00000038235",493.185729184652,0.959298470855908,0.257136702198944,8.08144441458093e-05,0.000896263774284834
"ENSMUSG00000031207",751.512286737213,0.993904226839358,0.272222658804208,8.116048886194e-05,0.000898637965699806
"ENSMUSG00000072772",1040.657710329,1.31559590548035,0.37387710086116,8.11366910688073e-05,0.000898637965699806
"ENSMUSG00000007458",440.532537680903,-1.65943605870621,0.482904687585583,8.12910402856242e-05,0.000899297361069498
"ENSMUSG00000035781",300.160950667979,1.20579828713007,0.338063358808335,8.13521072646759e-05,0.000899297361069498
"ENSMUSG00000036499",267.704934330505,1.02597032593673,0.279196407057062,8.15042405044956e-05,0.000900248379100345
"ENSMUSG00000019782",592.543194665189,-2.05390515663059,0.612322764452315,8.1862465182201e-05,0.000903472377079737
"ENSMUSG00000030170",38.8240959351388,1.73910080624476,0.523846658361635,8.21554811268935e-05,0.000905238481101438
"ENSMUSG00000030763",362.406206928314,0.913071780759456,0.246510631943868,8.22218959631749e-05,0.000905238481101438
"ENSMUSG00000041966",124.815349649986,-1.1197024902162,0.3101093387195,8.21954894090496e-05,0.000905238481101438
"ENSMUSG00000022241",1379.3736388076,-0.986879121100237,0.2697238778088,8.22979292316477e-05,0.000905343698066082
"ENSMUSG00000024222",585.289889510121,-1.45555324134957,0.415117307241862,8.25830247485813e-05,0.000907746742575406
"ENSMUSG00000015027",30.1147868659899,1.69509340163235,0.51652301655574,8.27004933466703e-05,0.00090830485394218
"ENSMUSG00000022438",223.947794435042,-1.52159708729103,0.428457231619071,8.32922396593849e-05,0.000914066891153234
"ENSMUSG00000028159",237.63209471487,-0.989597280611008,0.275651949682482,8.35238717579604e-05,0.000915870861088295
"ENSMUSG00000051617",3.69036568091662,6.72738410114087,2.92697494646213,8.3981200363889e-05,0.000920144785000647
"ENSMUSG00000043162",103.360305978853,0.997490021047513,0.272795186038404,8.45266352013899e-05,0.00092537640257856
"ENSMUSG00000007670",987.733919646513,-0.904024648369073,0.242678762709353,8.52459620865536e-05,0.000932501813378934
"ENSMUSG00000031838",411.643142907679,-1.42077151278798,0.399526038620275,8.56099605470469e-05,0.000935731984502594
"ENSMUSG00000014329",17.4020719957035,2.27064003013392,0.718114582505442,8.60718331704734e-05,0.000940025898916341
"ENSMUSG00000025512",40.5028596886488,1.37217649433788,0.385060153589843,8.69135788049575e-05,0.000948458357167241
"ENSMUSG00000020464",76.9307396468685,-2.04776274379742,0.609582654157389,8.71162094926727e-05,0.000949908452426509
"ENSMUSG00000003923",393.223364929336,-1.09346447783349,0.304513769716976,8.7774631531162e-05,0.000956322165458317
"ENSMUSG00000020954",594.937644787509,0.80878431080398,0.215304967461704,8.80917571591743e-05,0.000958244122005427
"ENSMUSG00000047228",8.81456787721164,2.41313411070611,0.746816470127423,8.80358445497432e-05,0.000958244122005427
"ENSMUSG00000033931",474.218088896765,-1.46792100747657,0.420338185181167,8.874725049084e-05,0.000964603993962291
"ENSMUSG00000019961",944.988619121432,-1.28499407051913,0.362278007992262,8.91765612405542e-05,0.000968497278736131
"ENSMUSG00000070304",53.4751271565808,1.55890248061421,0.449014255125005,8.93194994215764e-05,0.00096927670328482
"ENSMUSG00000051652",7.80832943449589,3.20453914145502,1.00379125846049,8.94592020456468e-05,0.00097001980307298
"ENSMUSG00000030403",659.660953034467,0.695768423759649,0.184274927359854,8.98468965291231e-05,0.00097344859493248
"ENSMUSG00000029999",5.2972108167084,4.46409384355518,1.27898574005183,9.02764172275703e-05,0.000977324742625023
"ENSMUSG00000038525",248.732384842573,-1.50108437781489,0.421988798397623,9.06478466589004e-05,0.000980566341260972
"ENSMUSG00000084762",35.6337837665304,-2.92150220071918,0.854917389930486,9.09490616284533e-05,0.000983043865331671
"ENSMUSG00000030451",369.336427890434,1.12766349423533,0.314954316397105,9.19933100067348e-05,0.000993542338605647
"ENSMUSG00000029053",150.910308723478,1.03615000182825,0.28748837130847,9.30609504861626e-05,0.00100276527379336
"ENSMUSG00000063015",474.081813949681,0.748450092157472,0.201730618353704,9.30429899725099e-05,0.00100276527379336
"ENSMUSG00000003872",8.43302837506101,2.51800221998611,0.785438668452847,9.30681625724952e-05,0.00100276527379336
"ENSMUSG00000020198",926.101303341249,1.07022488460911,0.297934755630975,9.32199101941658e-05,0.00100281355208084
"ENSMUSG00000028755",5.37959338878477,5.47296455131818,1.78246917086814,9.32195756962613e-05,0.00100281355208084
"ENSMUSG00000041870",275.343845200582,0.871224810768618,0.236433410598145,9.37224815369573e-05,0.00100742421156418
"ENSMUSG00000022683",35.9825388143583,1.73465115487266,0.503514563004295,9.39524361775177e-05,0.00100909954913376
"ENSMUSG00000024949",1069.23236424192,-1.44744612697435,0.42094162552124,9.41358409853367e-05,0.00101027267011765
"ENSMUSG00000041359",41.4359982145764,-1.9835415525297,0.645055047386602,9.49756661198067e-05,0.00101848314715405
"ENSMUSG00000000561",1057.49965231483,-1.25389318174045,0.355857681879759,9.51880538311002e-05,0.00101995759647974
"ENSMUSG00000116656",5.92799288371596,3.9522414500244,1.18187069775009,9.54926584025552e-05,0.00102241707137138
"ENSMUSG00000059005",4888.6049969301,-1.36450148284156,0.396927621632875,9.58648840534674e-05,0.00102559611620124
"ENSMUSG00000027203",1094.40420001079,-1.1414877122615,0.323935640360875,9.60115809872778e-05,0.00102635927901549
"ENSMUSG00000034163",234.758511746408,0.835770924011518,0.226270771901993,9.67056955696309e-05,0.00103296852389239
"ENSMUSG00000024697",20.4764628526455,-3.35578589502238,1.39595163704293,9.70126623039496e-05,0.00103543530401057
"ENSMUSG00000026831",37.6679493206974,-2.09622755027283,0.607114347348581,9.7415579618481e-05,0.00103892151826476
"ENSMUSG00000033788",5.08735899403863,3.87074437633304,1.16680173708947,9.76713241928787e-05,0.00104083393128546
"ENSMUSG00000099689",25.484025864696,-2.09150980510987,0.627932050516772,9.83791909637047e-05,0.00104755762449937
"ENSMUSG00000091625",278.086652636008,-2.4779012464322,0.780011838510674,9.8519024941533e-05,0.00104822703178026
"ENSMUSG00000050973",75.6392972614152,-1.93000423823322,0.578333147213346,0.000101312313432168,0.00107710569604426
"ENSMUSG00000022332",108.241427760333,1.07166296062105,0.301507156444488,0.00010162198529115,0.00107955524000014
"ENSMUSG00000039323",138.165923888256,-1.0882553462907,0.301144293910852,0.000101926192371455,0.00108194295705911
"ENSMUSG00000002297",1801.44376971313,-0.651556551806079,0.174709615105798,0.000102537342377129,0.00108758260578981
"ENSMUSG00000063320",146.775403002917,-2.05113504641557,0.605475432155677,0.000103721773629005,0.00109928936580033
"ENSMUSG00000001504",12.6064859900118,-4.17129796350613,1.47060637399415,0.000103850499966085,0.00109979779085389
"ENSMUSG00000004446",470.412251879908,-1.66358901044211,0.495590941811548,0.000103962561375971,0.00110012907799484
"ENSMUSG00000100826",148.714538213249,-1.66533964216403,0.476575616856192,0.000104101384622569,0.00110074282389345
"ENSMUSG00000080268",41.4267000620349,-1.89781479262106,0.561048904524351,0.000104977486885375,0.00110914537928
"ENSMUSG00000073002",6.02122745757103,2.97998511508663,0.906119010160786,0.000105358518972582,0.00111230827123069
"ENSMUSG00000019969",175.381393528909,1.46292970670616,0.436763270257223,0.00010593200029512,0.00111749644618067
"ENSMUSG00000049929",49.6816549237719,-1.78777032180251,0.520240608529493,0.00010630859252523,0.00112060117770983
"ENSMUSG00000053856",24.4644790928219,-2.76605393508848,0.835829570353467,0.000106584012898608,0.00112263547692664
"ENSMUSG00000030725",24.0911480160631,-2.45131059579628,0.793797791617727,0.000107997846567107,0.00113561751189385
"ENSMUSG00000039826",482.863454795068,-0.748735613634585,0.201964451915612,0.000108066693253134,0.00113561751189385
"ENSMUSG00000045962",2073.29935947275,0.769250468476065,0.208691828430261,0.000107919118983132,0.00113561751189385
"ENSMUSG00000002043",89.8423688490246,1.40484439713952,0.414025297959468,0.000109071342178643,0.00114529114042477
"ENSMUSG00000026003",161.607064587731,1.17114281736696,0.327363307936574,0.000109179719091984,0.00114554591241427
"ENSMUSG00000059791",121.600043885961,-1.86852945446025,0.559003065613551,0.000109515913612286,0.00114818878174421
"ENSMUSG00000099354",16.1373694939627,1.92723260346245,0.589238190669177,0.000109662604952315,0.00114884232065045
"ENSMUSG00000038416",302.398701950577,-0.744186564531639,0.20035763737272,0.000111421890067247,0.00116637565013515
"ENSMUSG00000029135",28.7752468075833,1.73736443696445,0.508622340865045,0.000111691455058162,0.00116828473176584
"ENSMUSG00000032431",136.463879393553,-2.29798688356165,0.675238627234566,0.000111775828290689,0.00116828473176584
"ENSMUSG00000033149",63.2666536540999,1.18131902228504,0.330996399874866,0.000112719756908054,0.00117724721574446
"ENSMUSG00000020182",266.560058524013,-1.48125870570213,0.44151927035364,0.000113494827263355,0.0011844337567047
"ENSMUSG00000052560",15.0168725204944,1.96594968296085,0.602439241146471,0.000113795685154401,0.00118666419304578
"ENSMUSG00000034674",720.847219999558,1.01395316528709,0.285658711890682,0.000113953026268662,0.00118739576492189
"ENSMUSG00000005718",126.119535214018,-1.20199527514403,0.354181952649356,0.000114365929100814,0.0011902232051112
"ENSMUSG00000040112",531.540852736439,-0.937263051709958,0.25741317149485,0.000114399161134485,0.0011902232051112
"ENSMUSG00000034037",13.7575034213257,2.42857266959786,0.742989601029636,0.000114517390684073,0.00119054377383694
"ENSMUSG00000026669",476.309122497385,-0.892427175357473,0.250310165075558,0.000114760116866481,0.00119215715606758
"ENSMUSG00000025153",1896.79059876826,1.26181002873484,0.365398475482112,0.000116921856419573,0.00121368808123335
"ENSMUSG00000024258",127.290707556783,-1.97824770362982,0.605884792710559,0.000117109060046989,0.00121470547507993
"ENSMUSG00000086391",18.321220402484,-5.54381777766982,2.53030856443643,0.000117507530380886,0.00121791100171787
"ENSMUSG00000002812",206.366902960715,1.05915945686717,0.3025958986639,0.000117750836393289,0.00121950466984046
"ENSMUSG00000042729",309.378579224815,-0.851131009512577,0.236445513196107,0.000117934238795651,0.00122047598644223
"ENSMUSG00000006599",491.560738669759,-1.29306799900248,0.372820095808858,0.000118447202638871,0.0012224195050269
"ENSMUSG00000026922",155.823037652633,0.845469338593587,0.235216905109309,0.000118454636669633,0.0012224195050269
"ENSMUSG00000044117",29.5170618457633,1.54137015414007,0.454572303060023,0.000118316110235873,0.0012224195050269
"ENSMUSG00000049401",106.517022321754,1.07654844426468,0.310135697541572,0.000118481073987482,0.0012224195050269
"ENSMUSG00000032727",303.336354719262,0.958046310704771,0.267019768606176,0.00011858930919027,0.00122260999383973
"ENSMUSG00000059412",5.90304454613902,3.89279235076398,1.22818148374457,0.000118903080638391,0.00122491759093362
"ENSMUSG00000031644",326.900417395196,-0.983414576778125,0.272182392997852,0.000120833842855437,0.00124386704901602
"ENSMUSG00000046432",1214.92682484525,0.639303591837369,0.171441415956003,0.000120967675602091,0.00124430420998857
"ENSMUSG00000035704",144.130997374947,1.09710176907997,0.30952163986032,0.000122230689648388,0.00125539951909608
"ENSMUSG00000020241",5.7427283744727,5.32757967909505,1.75329632718764,0.000122146590839596,0.00125539951909608
"ENSMUSG00000045100",94.8240571979486,-1.93221093904804,0.572501284737949,0.000122701847499084,0.0012592889684175
"ENSMUSG00000029547",176.682333880175,1.0698796683361,0.305975638588756,0.00012312682258115,0.0012626989433228
"ENSMUSG00000004268",901.248430852846,-2.07632928588621,0.645711662795097,0.000123762576755633,0.00126731017506389
"ENSMUSG00000041571",482.193368126545,1.33661837751522,0.394967830694163,0.000123694888786077,0.00126731017506389
"ENSMUSG00000021182",443.198267976761,1.30885282719414,0.386252741437636,0.000125192505962948,0.00128002758161365
"ENSMUSG00000109941",692.11757582895,-0.70571604043095,0.192861321179209,0.00012516302514375,0.00128002758161365
"ENSMUSG00000062044",28.7713897028165,1.42745361727124,0.414612536277798,0.00012560784323266,0.00128331074042431
"ENSMUSG00000004508",4.58547505992318,5.00402673125318,1.61743932836999,0.000125871362885672,0.00128503904883056
"ENSMUSG00000040907",4.83242876253239,4.39747581054605,1.31827986596456,0.000126299219405351,0.0012884412502483
"ENSMUSG00000022099",154.731019195649,-1.26438652366206,0.373455332080894,0.000126630263330983,0.00129085146429989
"ENSMUSG00000022419",245.859168499877,1.00086703348863,0.286966752247302,0.000127646444525527,0.00130023704412353
"ENSMUSG00000081534",133.638230603483,1.27002407720437,0.377061363390306,0.00012834931687647,0.00130641954151019
"ENSMUSG00000024427",178.23247453959,-1.84154576834475,0.563211564121637,0.000129172531337586,0.0013138168067861
"ENSMUSG00000021188",121.977667138428,0.935088211715113,0.258787725674442,0.000129333138187801,0.00131446866341766
"ENSMUSG00000030056",414.750328674935,-0.765086885872899,0.208717451807974,0.000129520299455553,0.00131538923063772
"ENSMUSG00000109865",490.313754005139,-1.28080403618707,0.375265492148623,0.000129723775311235,0.00131647399103108
"ENSMUSG00000024844",2099.28922195102,-1.42268610248621,0.421185296538835,0.000130277558635221,0.00132110950934704
"ENSMUSG00000018362",325.053920978649,-0.756910532995784,0.207993512758653,0.000130694335502139,0.00132120608266498
"ENSMUSG00000018800",16.7262664520434,2.06049806921544,0.642908955849823,0.000130704262861548,0.00132120608266498
"ENSMUSG00000022505",19.009744608661,2.36281789323607,0.755646488417029,0.000130772141818958,0.00132120608266498
"ENSMUSG00000024056",289.517735609064,-0.788203832213381,0.218594293653175,0.00013050854782836,0.00132120608266498
"ENSMUSG00000029111",438.53720562929,-1.38615764225037,0.403559755561779,0.000130749971480004,0.00132120608266498
"ENSMUSG00000040731",973.592222269326,-1.19486756033139,0.345150793882079,0.000131728606875969,0.00132988279988423
"ENSMUSG00000032220",91.7313690325107,0.988460708891249,0.278346438678031,0.000134497763218971,0.00135683336094753
"ENSMUSG00000022858",1268.74432949395,-0.895835607680274,0.249668678676995,0.000134797792472805,0.00135885354232948
"ENSMUSG00000037210",668.91698964387,0.87080112704451,0.243258998064888,0.000135314725390747,0.00136305565465723
"ENSMUSG00000067713",622.789982235676,1.15467705279275,0.335169876020248,0.000135899301783537,0.00136793243975609
"ENSMUSG00000003848",396.513001377725,-2.0003235527237,0.626069961533887,0.000136134345720584,0.00136928630307876
"ENSMUSG00000072294",35.3898218777916,-1.59205558314744,0.467469421280661,0.000136645693301,0.00137341527458769
"ENSMUSG00000055900",360.211650561069,-1.67753584681686,0.500738270859097,0.000137149727865599,0.00137644962697244
"ENSMUSG00000078180",166.14597130846,1.63216536348742,0.509447832414906,0.000137052971090402,0.00137644962697244
"ENSMUSG00000001143",95.6986995669668,0.954081130589449,0.272479229881113,0.00013811684223373,0.00138513495904357
"ENSMUSG00000025245",58.8679254185303,-1.96646329178785,0.598325442497982,0.000139039394175111,0.00139288593780765
"ENSMUSG00000038517",36.340561926321,1.43605208277112,0.43158518696661,0.000139108835198308,0.00139288593780765
"ENSMUSG00000029759",6.09492891416222,3.22677356336533,0.996168088039397,0.000139196546101491,0.00139288593780765
"ENSMUSG00000058440",248.864978980637,-0.823632509011935,0.226097885644066,0.000139685661480069,0.00139675405557787
"ENSMUSG00000072572",5.0289216885017,4.73922441906221,1.64761013773804,0.000139841872675888,0.00139729014231322
"ENSMUSG00000071711",85.2386644820477,1.57274239235211,0.48052104774397,0.000140473163552873,0.00140256892553268
"ENSMUSG00000022322",159.706644039422,-1.01576308841297,0.287094468788786,0.000140684926105325,0.00140262665346151
"ENSMUSG00000046574",334.878777879713,1.02811873681839,0.294923018360575,0.000140665490813005,0.00140262665346151
"ENSMUSG00000106164",6.66658774625654,2.92644703402213,0.934291953406567,0.000141819394834441,0.00141290295409675
"ENSMUSG00000035397",208.87268012986,-2.02330742530902,0.612407713902925,0.000142170474181289,0.00141536526891445
"ENSMUSG00000009905",134.408211395098,-1.04317422152492,0.300668201250577,0.000142634942685493,0.00141895199739498
"ENSMUSG00000118061",72.6273751715409,-2.05342604210039,0.705685856272163,0.000142892699942602,0.00142047859891846
"ENSMUSG00000022895",58.4517614787782,1.04103628470255,0.299544578299503,0.000143523660139336,0.00142571023153729
"ENSMUSG00000000876",124.277121366715,0.887173936982305,0.246535762988004,0.000144917945502572,0.00143794020866031
"ENSMUSG00000040389",38.3344311915617,1.43194199631114,0.426733072864693,0.000144965996511535,0.00143794020866031
"ENSMUSG00000059040",2555.52333786138,-1.29687764393652,0.383914106480241,0.000145559290296012,0.00144277436283944
"ENSMUSG00000024597",257.790019384688,0.964027155417767,0.276431661308509,0.000145687624663842,0.00144299618930681
"ENSMUSG00000014294",1461.11042701155,1.20504299193393,0.35329287934543,0.000146032638790221,0.00144536228756106
"ENSMUSG00000064179",56.7649460115777,1.3922036344709,0.426093005995863,0.00014619155630145,0.00144588439017389
"ENSMUSG00000025858",777.313952889301,1.10797555580061,0.321253045582814,0.00014631042899099,0.00144600996547771
"ENSMUSG00000028675",208.781009547512,-1.49151998467965,0.444818394643107,0.000147181158257209,0.00145356069202678
"ENSMUSG00000015747",63.9508908021528,1.56742822392195,0.495012040013651,0.000147989412344234,0.00146048391791023
"ENSMUSG00000069662",274.201166583046,-1.49388550683917,0.440348319749443,0.000148279274479576,0.00146228489437896
"ENSMUSG00000021385",63.1639087812627,-2.11286634215612,0.69509759444328,0.000148892337044774,0.00146726826209318
"ENSMUSG00000026969",22.188912541464,5.6977948535793,2.04947835995499,0.000149335621806671,0.00147057254763923
"ENSMUSG00000050721",52.9784064201646,1.28296374591752,0.381898739994621,0.000149697735417958,0.0014730733082783
"ENSMUSG00000041351",14.0630989526165,2.69896580809168,0.928796758809218,0.000149978371688732,0.00147476927366704
"ENSMUSG00000023232",12.0631218751757,2.09987858005224,0.667465395934404,0.000150610971534111,0.00147992122750581
"ENSMUSG00000022216",462.741782005305,0.725602296770547,0.201771843624206,0.000151376144221732,0.00148636748965809
"ENSMUSG00000024743",33.3066427932512,1.65164434753024,0.523148209345979,0.000151632181962177,0.00148780885168796
"ENSMUSG00000029478",233.653087766485,1.2238923323116,0.363514292974413,0.000152324058248363,0.00149352148976563
"ENSMUSG00000020810",4.61363314352274,4.75181956216127,1.61916359152149,0.000153312096603528,0.00150212765729744
"ENSMUSG00000000552",64.9752106983809,1.57544963476462,0.49423253364794,0.000153992317556227,0.00150770767275217
"ENSMUSG00000030188",168.597927413415,-2.17040179691722,0.681044609488928,0.000154824425944807,0.00151476570182639
"ENSMUSG00000047501",91.4538764509954,1.00617095769203,0.28572662856651,0.000155266163757861,0.00151799704538285
"ENSMUSG00000004085",87.834571028839,1.23348543441799,0.369974681784035,0.000155444390934261,0.0015186493257774
"ENSMUSG00000026921",356.425592509276,1.27554415073223,0.379708729120099,0.000157213044789774,0.00153270754993878
"ENSMUSG00000036046",103.902854446481,1.09414549330121,0.313958220726306,0.000157220974173175,0.00153270754993878
"ENSMUSG00000098090",57.4016437472502,-1.48248106499525,0.457862970118147,0.000156996976025444,0.00153270754993878
"ENSMUSG00000064351",2032.96290752682,-0.708542373119601,0.196124463381705,0.000157497755270789,0.00153430753149705
"ENSMUSG00000018583",2969.33991308265,-1.11704460714915,0.326303644658702,0.000157884421438638,0.00153667958052479
"ENSMUSG00000019737",127.846201508537,1.2666027170764,0.385286739399355,0.000157966914805397,0.00153667958052479
"ENSMUSG00000021733",316.774554523256,0.932676208475561,0.262315664166073,0.000158295447975004,0.00153877637828093
"ENSMUSG00000021302",355.315870018651,0.701612994986627,0.193718552723787,0.000158608918853675,0.00154072387009144
"ENSMUSG00000008153",97.8424273911287,1.79387406030297,0.570209916222786,0.00015883930614362,0.00154186208864573
"ENSMUSG00000021748",763.438995117877,-0.656520274168027,0.178996868755814,0.000159605798224872,0.00154819897864995
"ENSMUSG00000030536",780.736280851937,0.771778939782119,0.21516579108585,0.000160113621188329,0.00155130536691633
"ENSMUSG00000035455",126.094669326822,-2.3070364266132,0.731848769403493,0.000160153854606385,0.00155130536691633
"ENSMUSG00000038042",14.772210968173,2.37536842253661,0.801967265277553,0.00016039714268687,0.00155255770167198
"ENSMUSG00000026708",119.941097791844,-1.24536527228973,0.355364468382932,0.000161816803665551,0.0015651868246599
"ENSMUSG00000018415",182.129853184335,-1.43786394971461,0.42271673368299,0.000162306972739333,0.0015688138124464
"ENSMUSG00000069255",29.4404347308808,1.65445461191271,0.496987866879684,0.000162814820313237,0.00157260640981984
"ENSMUSG00000074578",747.46767398128,-0.921867189075422,0.260023296289012,0.000162976793294766,0.00157305524300597
"ENSMUSG00000031609",121.525724062401,-1.90227996020853,0.604998488343049,0.00016428879853935,0.00158368104943356
"ENSMUSG00000117869",202.686969158027,-1.03483396625278,0.297464865964971,0.000164310252063266,0.00158368104943356
"ENSMUSG00000064360",4028.53152388042,-1.58318624757356,0.491614621886619,0.00016612315382718,0.00160002208767493
"ENSMUSG00000031787",100.716128741513,-1.0983757677103,0.315071492274285,0.000168143639482684,0.00161833796898564
"ENSMUSG00000022962",1118.2183279342,-0.851388077408722,0.240111214519207,0.000168671656537158,0.001619980103976
"ENSMUSG00000024104",586.801929149386,-1.11440622384924,0.328321371783008,0.000168715795528724,0.001619980103976
"ENSMUSG00000028057",74.7278819446321,1.41806761175872,0.431865854660095,0.000168645677828694,0.001619980103976
"ENSMUSG00000037280",157.191872836435,1.3976177379484,0.434888724974662,0.000168790055623904,0.001619980103976
"ENSMUSG00000044477",249.334952687731,0.675706230401363,0.185495858635527,0.000169060376903798,0.00162143188243157
"ENSMUSG00000031714",418.592857747534,-2.27968854556124,0.752191592534348,0.000170053747632266,0.00162981139268391
"ENSMUSG00000084957",154.411225790718,1.17481639998466,0.352124137382899,0.000170527103733872,0.00163319875228664
"ENSMUSG00000081254",9.44178005899426,6.525807174877,2.99072964367698,0.000171658560404752,0.00164287978506839
"ENSMUSG00000023067",1895.69669494491,0.946754189519573,0.269327842984775,0.000171997073284575,0.0016449635822069
"ENSMUSG00000019790",17.3383183232403,1.75909380161695,0.53920580867033,0.00017376627040173,0.00165955318134724
"ENSMUSG00000031284",8.47505942640211,2.37531607231561,0.767669837166611,0.000173707435768649,0.00165955318134724
"ENSMUSG00000013701",951.22898507398,-1.61958504354764,0.500044409651417,0.00017619926790281,0.00167816220696352
"ENSMUSG00000020592",83.3093628600825,-1.45334844266048,0.446500927138545,0.000176207647841827,0.00167816220696352
"ENSMUSG00000031160",44.1852595251616,-2.03777127278497,0.641661085478883,0.00017601030007642,0.00167816220696352
"ENSMUSG00000034101",398.774552130587,-2.20957559974914,0.732600617129359,0.000175838075311648,0.00167816220696352
"ENSMUSG00000050213",113.001527637324,-2.29418379649826,0.727148652251319,0.00017666868452822,0.00168137722892371
"ENSMUSG00000072812",28.0770295585311,1.70444742545049,0.522803951434613,0.00017744833034698,0.00168644020306735
"ENSMUSG00000031480",9.60531521619498,2.2963522823178,0.723153604766056,0.000177409177495015,0.00168644020306735
"ENSMUSG00000041235",547.572504043953,0.745257347567307,0.207598278031917,0.000177969713183887,0.00168903799571523
"ENSMUSG00000079657",13.2326263494458,1.9702055788343,0.628981422721381,0.000177956425083165,0.00168903799571523
"ENSMUSG00000033170",14.9646961664304,2.00983907961398,0.631976825430452,0.00017814551301929,0.00168952906811261
"ENSMUSG00000037600",43.2069572482621,1.603459535937,0.505036678545116,0.000178561966899103,0.00169230022769581
"ENSMUSG00000026039",524.247428173743,-0.996809534425921,0.294807179473196,0.000179519263014037,0.0017001897378221
"ENSMUSG00000028879",252.637887913865,0.716840070778423,0.199769612766862,0.000180334219183086,0.00170553592434336
"ENSMUSG00000087166",2408.70580850659,-1.01785502904658,0.297300848303564,0.000180254822000226,0.00170553592434336
"ENSMUSG00000022710",2041.70990205432,-0.538736640219128,0.147857028667115,0.000180486788496954,0.00170579429045109
"ENSMUSG00000035506",40.9252693296992,-1.84961612979457,0.561980258303316,0.000180955832972697,0.00170785688791071
"ENSMUSG00000042626",267.214619404972,0.715375840539462,0.199694316443616,0.00018093736265076,0.00170785688791071
"ENSMUSG00000039205",73.5661457723967,1.28115395732519,0.397646426335465,0.000181540792237357,0.00171219117000039
"ENSMUSG00000028688",129.748759691884,-1.60540260864404,0.491867501612088,0.00018201953745473,0.0017155183948761
"ENSMUSG00000029484",15.8508116409735,2.17485842341216,0.681441445720585,0.000182521178887524,0.00171786864911485
"ENSMUSG00000041926",39.32180669101,1.63997593327321,0.498132632816016,0.000182450452036709,0.00171786864911485
"ENSMUSG00000026469",65.531194824571,1.36029197103792,0.40473831340047,0.000182820366487796,0.00171949625082686
"ENSMUSG00000008035",63.3707669451205,-2.07991561009509,0.640602061414212,0.00018350264097923,0.0017247221997903
"ENSMUSG00000015341",353.433164530388,-1.4055265352823,0.421242437721031,0.000183786525183354,0.00172619909411869
"ENSMUSG00000085860",98.17052423234,-0.973473210808759,0.280361241779249,0.000183964351097728,0.00172667849593381
